x1,y1,size1,figure1,is_active1,color1,priority1,speed1,opacity1,rotation1,x2,y2,size2,figure2,is_active2,color2,priority2,speed2,opacity2,rotation2,collision
-4,5,51,rectangle,1,green,5,6.219371963062301,0.8733646591436075,58,-4,4,27,rectangle,1,yellow,5,0.334349442746118,0.2708656043592039,60,True
2,-4,73,circle,1,green,1,2.3690688298069764,0.8000470110787836,51,-2,-5,97,rectangle,0,red,4,0.8458623170585378,0.1913918395746148,273,True
0,0,69,circle,1,green,5,0.0830467431124493,0.6075579331991905,43,-3,2,30,rectangle,1,green,3,5.616607870763279,0.1274011742226876,36,True
-4,-5,75,rectangle,0,blue,4,6.056360532292486,0.7916099557207701,159,-3,1,69,circle,0,green,1,0.46621351828218693,0.34735722455597184,287,False
-1,0,35,circle,1,red,1,8.615175809142096,0.7592188863663357,78,0,1,33,circle,0,green,3,7.286451123638019,0.6839011444622486,302,True
4,-5,50,circle,0,blue,3,7.648663058512975,0.8843701450824927,162,-5,1,94,circle,0,red,3,7.003795144409091,0.0656684470997394,159,False
-2,-4,13,circle,1,green,5,5.18888483565245,0.5700869458655438,332,-3,-5,61,rectangle,1,red,4,1.0752836635075569,0.8633808770887572,65,True
-2,1,11,rectangle,1,yellow,5,2.257962209163693,0.09228447496091496,140,-2,-3,20,circle,1,green,3,2.9665709440567167,0.6516165055954007,302,False
3,-2,65,rectangle,1,yellow,4,6.1973038370027425,0.25185407331606435,316,-4,1,62,rectangle,1,red,5,5.703856595703298,0.3467754960765477,212,True
-2,-2,64,circle,0,green,3,0.3842643837974513,0.08083241775424177,358,3,2,85,rectangle,0,green,4,6.89314931163448,0.1450278855098711,282,True
-2,-1,78,rectangle,1,red,1,3.981137773506717,0.22813853824768182,190,-2,-6,92,rectangle,1,blue,1,6.334916936485749,0.6816039173760264,80,True
-2,2,73,circle,1,green,4,2.3619425529088725,0.7340712295609417,167,-3,-4,17,circle,0,yellow,1,2.2008380151210414,0.02284622682819748,151,True
3,-1,38,rectangle,0,blue,5,1.4794685366537363,0.92271363012626,187,-4,5,50,circle,1,blue,4,5.084525517364304,0.9418710768224196,114,False
-5,4,17,rectangle,0,yellow,4,0.6639284155087943,0.6644691204900737,319,-1,6,83,circle,0,yellow,3,7.916350207751009,0.3400519436458608,273,False
-5,-1,31,circle,1,green,1,5.015876928593764,0.2901068946872214,307,-4,5,46,rectangle,1,red,3,1.8945565254048358,0.007095613393433342,227,False
3,-5,29,circle,1,blue,1,8.31656106070732,0.7211795040877785,127,5,-1,97,circle,0,yellow,3,1.2653070569472735,0.43143901387940653,63,False
-3,0,17,rectangle,1,green,2,8.698141048679576,0.3144701832937168,241,5,-6,90,circle,0,yellow,2,1.5021498973029057,0.07603301479671665,278,False
2,2,68,rectangle,1,yellow,1,3.2102221499019725,0.6128198570670987,271,-4,-1,79,rectangle,0,yellow,2,7.951904652300845,0.837984669830828,155,True
