x1,y1,size1,figure1,is_active1,color1,priority1,x2,y2,size2,figure2,is_active2,color2,priority2,collision
-5,2,56,rectangle,1,yellow,2,1,-4,60,rectangle,0,blue,2,True
1,-1,70,circle,0,green,1,4,4,71,rectangle,0,red,5,True
-3,5,18,circle,0,green,5,-1,0,31,rectangle,1,blue,2,False
1,3,54,circle,0,green,1,2,2,71,rectangle,0,red,2,True
4,5,34,circle,0,green,3,-5,-5,11,rectangle,0,green,3,False
3,-5,88,rectangle,0,yellow,3,3,6,61,circle,0,blue,2,False
-2,-4,94,rectangle,0,green,3,3,6,76,rectangle,0,green,2,False
2,-1,29,rectangle,1,red,3,4,-6,75,circle,0,green,4,False
1,1,21,rectangle,0,blue,2,-5,5,93,circle,1,red,2,False
-3,4,88,rectangle,1,blue,1,5,0,17,circle,1,green,3,False
-1,-6,10,rectangle,1,red,3,-2,-1,50,rectangle,1,blue,1,True
-5,-6,64,rectangle,0,yellow,4,2,2,40,circle,1,red,3,False
5,-5,23,rectangle,0,green,2,-4,4,18,circle,1,red,3,False
3,0,94,circle,1,green,1,-5,1,34,circle,1,green,4,True
3,-4,32,rectangle,0,blue,1,4,2,50,circle,0,yellow,4,False
0,1,57,circle,0,red,5,-4,6,95,circle,0,green,3,False
0,1,77,circle,0,blue,5,5,0,57,rectangle,1,yellow,4,True
4,6,34,circle,0,green,5,-4,-2,48,circle,1,green,2,True
3,-4,99,circle,1,green,1,1,-3,68,rectangle,1,green,4,True
4,1,80,circle,1,green,1,5,-4,66,rectangle,0,red,3,True
-1,1,30,circle,1,yellow,5,0,0,18,circle,0,yellow,2,True
2,4,86,rectangle,0,green,4,3,6,24,rectangle,0,blue,4,True
4,0,64,rectangle,1,blue,2,-5,0,36,rectangle,1,green,2,False
4,6,46,rectangle,1,blue,4,-1,-4,17,rectangle,1,yellow,5,False
-1,5,50,circle,0,blue,2,-3,6,100,rectangle,0,blue,5,True
1,6,25,circle,0,blue,1,0,-3,94,circle,1,red,5,True
3,2,26,rectangle,0,yellow,5,0,-6,87,circle,0,green,2,False
1,6,13,rectangle,1,green,4,-1,-5,27,circle,1,red,1,False
1,5,11,rectangle,1,yellow,3,-1,6,95,circle,0,red,2,True
4,1,70,circle,1,red,5,-5,-5,26,rectangle,0,yellow,1,False
-2,1,33,rectangle,0,green,4,2,3,97,rectangle,0,yellow,4,True
0,-2,63,rectangle,0,red,2,1,-3,55,rectangle,1,blue,3,True
-3,-1,39,rectangle,0,green,5,-3,5,63,circle,1,blue,4,False
5,1,60,circle,1,green,2,5,4,60,rectangle,1,red,3,True
4,-4,13,circle,0,red,5,-3,3,71,circle,1,red,4,False
3,3,68,circle,0,green,3,3,-4,86,rectangle,0,yellow,2,False
1,4,64,circle,0,green,5,-4,-4,10,circle,1,blue,1,True
-4,3,56,rectangle,0,green,3,2,-3,15,rectangle,0,green,4,False
0,-1,45,circle,1,yellow,5,1,3,35,circle,0,green,2,True
2,-2,52,circle,1,red,2,2,-2,35,rectangle,0,blue,4,True
-5,0,46,rectangle,1,yellow,1,-3,-5,68,rectangle,0,red,3,True
-3,3,63,rectangle,0,yellow,1,1,6,46,circle,0,blue,5,True
-3,6,87,circle,1,green,1,3,4,28,rectangle,0,green,2,False
3,3,17,circle,0,blue,2,-1,5,80,circle,1,yellow,4,True
0,-2,98,circle,1,green,1,1,6,51,rectangle,0,blue,5,False
1,5,90,rectangle,1,yellow,2,-1,-5,93,circle,0,yellow,1,False
5,-1,26,circle,0,green,5,-2,1,33,circle,1,blue,5,False
1,6,25,circle,1,blue,5,3,4,44,circle,0,green,2,True
-1,-5,38,circle,1,blue,4,0,-6,10,rectangle,1,yellow,5,True
-4,6,42,circle,1,red,5,5,0,100,circle,1,yellow,3,False
3,6,96,circle,0,green,4,-4,-1,30,circle,1,yellow,2,True
4,4,93,circle,1,yellow,4,-4,5,26,circle,1,red,2,False
-5,6,95,rectangle,1,yellow,4,-1,-5,80,rectangle,0,yellow,5,False
3,1,47,circle,1,red,3,-5,5,55,rectangle,1,blue,1,False
-2,5,94,circle,1,red,4,-2,3,26,circle,0,blue,1,False
1,4,71,circle,1,blue,2,2,6,34,rectangle,0,red,5,True
1,1,17,circle,1,blue,5,5,-3,17,circle,0,yellow,3,False
1,-4,99,circle,0,blue,5,2,5,41,circle,1,blue,3,True
-1,0,100,circle,0,green,5,5,6,70,rectangle,1,yellow,5,False
2,-5,46,rectangle,0,blue,5,-1,-3,72,circle,1,red,2,True
4,1,74,rectangle,1,red,3,-4,3,87,rectangle,1,green,1,True
4,5,40,rectangle,1,blue,1,5,-5,18,rectangle,0,yellow,4,False
-5,2,77,circle,0,blue,2,2,1,67,rectangle,1,blue,1,False
-1,1,93,circle,1,green,2,0,-6,31,circle,0,blue,3,True
-4,-3,55,circle,0,yellow,4,-1,-4,48,circle,0,blue,1,True
4,-4,97,rectangle,0,blue,5,-2,-3,99,rectangle,0,red,5,True
2,-5,48,circle,1,yellow,4,-1,-2,82,circle,1,yellow,2,True
-3,5,13,rectangle,1,blue,3,4,5,24,circle,1,red,4,False
-5,-1,39,rectangle,1,green,1,2,-5,63,circle,1,yellow,5,False
1,-5,87,rectangle,0,red,3,5,-2,41,circle,0,green,2,True
0,-4,20,rectangle,0,blue,4,-1,5,74,rectangle,1,red,2,False
-3,0,36,circle,1,blue,3,-5,5,24,rectangle,0,red,1,False
-2,3,84,rectangle,1,green,1,-3,3,91,rectangle,1,blue,3,True
1,-4,81,rectangle,0,red,2,-2,2,39,circle,1,green,4,False
-2,-6,45,circle,0,yellow,4,1,4,86,rectangle,0,yellow,4,False
2,-6,87,rectangle,0,red,1,-5,4,14,circle,0,green,3,False
3,-1,97,rectangle,1,red,2,1,0,55,circle,1,green,3,True
-2,4,12,circle,0,red,3,-5,-2,35,rectangle,0,red,2,False
5,5,99,rectangle,1,yellow,2,-3,6,19,circle,0,blue,3,False
1,2,88,rectangle,0,green,3,1,3,76,rectangle,1,yellow,1,True
-1,1,96,circle,1,blue,3,0,-4,11,rectangle,1,green,4,False
2,2,98,circle,1,green,2,3,-1,36,circle,1,green,1,True
5,2,23,circle,1,red,5,-4,-6,10,circle,1,blue,1,True
-3,-4,37,circle,0,blue,3,-2,6,32,circle,1,green,4,False
3,5,85,circle,1,red,1,3,4,90,rectangle,0,yellow,3,True
4,3,67,circle,0,red,5,0,1,71,rectangle,1,blue,5,True
-4,-5,51,circle,1,yellow,2,0,1,37,rectangle,1,green,3,False
-4,-5,31,circle,1,red,3,3,5,92,rectangle,1,green,5,False
1,-2,81,rectangle,1,green,2,-3,3,56,rectangle,0,blue,2,True
1,5,23,circle,0,green,1,1,0,56,rectangle,1,green,4,False
-2,5,92,rectangle,1,yellow,4,-2,0,51,circle,1,red,3,True
4,0,73,rectangle,1,yellow,5,-4,1,47,rectangle,0,red,2,False
1,-6,21,rectangle,0,red,3,-4,-3,85,circle,1,green,4,False
5,5,32,circle,0,green,2,-1,5,77,circle,0,red,1,True
-2,2,36,circle,0,blue,3,-4,1,77,circle,1,blue,4,True
5,0,12,rectangle,0,blue,5,-2,5,47,circle,0,red,2,False
-4,-3,38,rectangle,0,yellow,2,-5,5,23,circle,1,red,5,False
-4,-1,23,rectangle,1,green,5,4,-6,42,circle,0,red,2,False
1,-5,98,rectangle,0,blue,4,-4,4,36,circle,1,blue,4,False
3,-3,90,rectangle,0,green,2,0,-6,81,rectangle,0,yellow,5,True
-5,-6,91,rectangle,0,blue,5,4,0,49,rectangle,1,blue,4,False
-5,3,30,circle,1,green,4,-5,-1,18,circle,1,green,3,False
4,-3,23,circle,1,blue,4,3,1,15,rectangle,1,yellow,4,False
4,0,42,rectangle,1,green,2,-1,-3,86,rectangle,0,green,4,True
-1,4,16,circle,1,red,4,1,-2,70,rectangle,1,blue,4,False
5,4,53,rectangle,0,green,4,5,0,39,circle,1,blue,5,True
-3,-3,51,rectangle,0,yellow,3,-1,4,61,rectangle,0,blue,2,True
4,1,48,rectangle,0,blue,2,1,-1,49,rectangle,1,yellow,1,True
-3,2,33,rectangle,1,yellow,5,5,4,66,circle,0,green,2,False
3,-2,49,circle,1,yellow,5,0,-2,97,circle,1,red,4,True
0,6,82,circle,0,blue,5,-2,0,100,rectangle,1,green,2,True
4,-4,32,rectangle,1,blue,3,1,6,60,circle,1,blue,3,False
4,0,45,circle,0,blue,3,3,0,76,circle,0,green,1,True
5,-5,97,circle,0,green,1,2,5,13,circle,1,green,4,False
0,-4,97,rectangle,1,green,2,3,-1,10,circle,1,blue,1,True
3,-1,43,circle,0,yellow,5,3,-1,75,circle,0,red,5,True
1,-2,90,circle,0,red,1,-3,6,16,circle,0,red,1,False
-2,4,60,circle,0,blue,5,-4,0,26,rectangle,1,yellow,3,False
-2,3,24,circle,0,blue,5,0,-5,96,rectangle,0,red,3,False
3,4,95,rectangle,0,green,2,0,-1,40,rectangle,1,green,4,True
5,5,61,circle,1,red,3,4,-3,32,circle,0,blue,5,True
-5,-1,66,rectangle,1,yellow,5,0,-2,31,rectangle,0,blue,1,True
-2,5,38,circle,0,blue,5,1,-3,61,rectangle,0,yellow,3,False
-4,-2,54,circle,0,green,3,1,1,15,rectangle,1,blue,5,False
4,-3,39,circle,0,red,2,4,-1,48,rectangle,0,blue,4,True
-3,-5,38,rectangle,0,red,3,1,-4,94,circle,0,blue,1,True
1,-2,20,circle,1,yellow,5,5,1,24,circle,0,blue,4,True
2,1,60,rectangle,0,green,2,-2,0,28,rectangle,1,green,1,True
