x1,y1,size1,figure1,is_active1,color1,priority1,x2,y2,size2,figure2,is_active2,color2,priority2,collision
-1,3,61,circle,0,green,3,4,-4,13,rectangle,0,yellow,3,False
5,5,55,rectangle,1,blue,1,-4,0,80,circle,1,red,3,False
2,1,79,rectangle,1,green,1,0,-1,49,rectangle,0,red,2,True
2,-3,17,rectangle,1,yellow,1,-2,-6,97,rectangle,1,red,5,True
-2,2,34,circle,1,red,4,4,2,87,circle,0,green,1,True
-2,0,84,rectangle,0,blue,5,2,-5,48,rectangle,0,green,5,True
-5,6,23,circle,1,yellow,3,5,4,60,circle,0,blue,1,False
0,5,45,circle,0,blue,4,-5,-2,50,rectangle,0,green,2,False
-3,1,84,rectangle,1,yellow,2,5,-1,12,circle,1,red,1,False
-1,-2,25,circle,1,red,5,-5,1,50,circle,0,yellow,2,True
3,2,69,rectangle,0,blue,2,5,1,63,rectangle,0,red,1,True
-5,-4,21,circle,1,yellow,2,-5,-4,18,rectangle,0,yellow,4,True
-4,-5,59,circle,0,green,3,-5,-6,66,rectangle,1,blue,5,True
2,-1,49,circle,1,green,2,-2,6,10,circle,0,blue,3,False
-4,-6,16,rectangle,1,red,5,4,1,76,rectangle,0,green,5,False
5,2,19,circle,0,green,3,5,6,72,circle,0,red,5,True
-2,6,60,circle,0,blue,1,-3,6,88,rectangle,1,red,1,True
4,-3,77,circle,0,green,3,-4,5,27,rectangle,1,yellow,2,False
2,-5,37,rectangle,1,blue,1,-4,4,88,rectangle,0,red,2,False
4,-6,18,circle,0,yellow,5,-2,-6,39,rectangle,0,yellow,1,False
5,3,96,circle,1,green,3,-1,-4,75,rectangle,1,red,3,False
-3,-6,95,rectangle,0,red,5,5,2,23,rectangle,0,yellow,2,False
3,-4,95,circle,1,yellow,4,3,-3,90,rectangle,1,blue,2,True
5,4,39,rectangle,0,yellow,4,-1,4,31,circle,1,yellow,1,False
-3,-2,68,rectangle,1,blue,2,5,1,26,rectangle,0,green,5,False
1,6,46,rectangle,1,blue,5,5,-4,78,rectangle,0,blue,5,False
0,1,74,rectangle,1,green,1,-3,6,74,circle,0,yellow,2,True
-2,6,11,rectangle,1,green,5,-5,-5,49,circle,1,green,1,False
1,6,81,rectangle,0,red,5,-3,1,62,circle,1,red,4,True
4,-6,77,circle,1,yellow,4,4,5,76,circle,0,yellow,3,False
-4,4,14,rectangle,1,green,5,-1,6,16,circle,1,red,2,False
0,-6,89,circle,0,blue,4,-3,-4,12,circle,1,yellow,2,True
0,1,49,rectangle,1,red,1,-3,4,52,circle,1,red,3,True
-1,-3,61,rectangle,1,blue,4,-5,3,27,circle,0,yellow,5,False
-2,-3,88,rectangle,1,red,1,2,5,10,rectangle,0,red,3,False
3,-3,29,circle,0,yellow,3,-1,-3,23,circle,0,red,4,False
1,-5,67,rectangle,1,blue,4,-2,-3,84,circle,0,red,1,True
3,6,16,rectangle,0,green,5,3,6,90,circle,1,yellow,3,True
5,-1,21,circle,0,green,5,5,4,37,circle,0,blue,2,False
-4,4,59,circle,1,blue,1,3,-2,47,circle,1,green,5,False
-5,-6,99,circle,0,blue,2,-5,1,32,circle,1,green,4,True
1,2,37,circle,0,yellow,2,-3,5,30,rectangle,0,yellow,3,False
5,1,60,circle,1,yellow,5,-4,-1,58,circle,1,blue,3,True
3,3,21,rectangle,1,blue,2,2,5,42,circle,1,yellow,1,True
4,6,35,circle,1,blue,3,0,-6,39,circle,0,green,2,True
2,0,10,circle,0,green,5,4,4,87,rectangle,1,yellow,2,True
5,1,67,rectangle,1,yellow,4,-5,-6,49,rectangle,0,blue,4,False
3,-4,89,circle,0,yellow,3,-3,-6,87,circle,0,green,1,True
2,-5,15,rectangle,0,red,2,2,-3,23,circle,1,red,1,True
2,2,41,rectangle,1,green,3,5,-5,63,rectangle,0,blue,2,True
-2,3,71,rectangle,1,red,4,-3,-6,72,circle,1,green,5,False
-5,-2,79,rectangle,0,red,3,0,-1,21,circle,1,red,4,True
2,-5,52,rectangle,1,yellow,4,3,5,14,circle,0,yellow,3,False
-4,2,73,rectangle,1,green,5,-1,1,65,rectangle,1,red,3,True
1,-2,56,circle,0,blue,5,2,1,15,rectangle,1,green,1,True
-4,-3,76,rectangle,1,blue,4,5,-4,90,rectangle,1,red,1,True
-2,-2,71,circle,1,yellow,5,-5,2,23,rectangle,0,yellow,4,False
3,-6,89,rectangle,0,blue,3,2,6,29,circle,1,blue,1,False
-3,2,24,rectangle,0,blue,1,-2,-1,37,rectangle,0,red,4,True
-2,-1,17,circle,1,blue,2,-5,-1,42,rectangle,1,blue,3,True
-5,2,25,circle,0,red,1,5,-1,38,circle,0,green,3,False
-2,-3,31,circle,1,red,2,-3,5,59,rectangle,1,green,5,False
5,0,82,rectangle,1,blue,2,2,-1,75,circle,1,blue,3,True
-4,-6,95,circle,1,yellow,5,0,-1,34,circle,1,green,1,True
1,5,87,rectangle,0,green,3,-2,-6,29,circle,0,red,1,False
-3,2,85,circle,1,green,4,4,2,74,circle,1,green,3,True
-4,1,69,circle,0,blue,4,-4,5,59,circle,1,red,3,False
5,-2,34,circle,0,yellow,2,1,5,20,circle,1,green,5,False
1,-1,90,rectangle,0,green,2,-5,5,22,circle,0,red,1,False
0,3,85,rectangle,1,red,2,2,-5,39,rectangle,1,blue,3,False
1,2,46,rectangle,0,green,2,2,-3,55,circle,1,green,3,False
-3,-3,60,circle,1,blue,4,-2,-5,45,circle,1,red,5,True
5,0,79,circle,0,yellow,2,2,0,52,rectangle,0,yellow,1,True
4,6,57,circle,1,green,2,0,2,89,rectangle,1,red,4,True
3,-2,77,circle,1,green,2,-3,5,24,circle,1,yellow,2,False
1,6,65,circle,1,green,4,3,-5,35,rectangle,0,yellow,4,False
-4,-1,67,rectangle,1,blue,2,4,-4,36,circle,0,green,3,False
4,-2,70,rectangle,0,red,4,-1,0,22,rectangle,0,green,1,True
2,-2,21,rectangle,1,blue,2,4,-6,12,rectangle,1,yellow,2,True
5,3,65,circle,1,green,2,0,5,35,rectangle,1,yellow,4,False
-1,-4,82,rectangle,0,green,5,-4,0,25,rectangle,1,yellow,1,True
4,1,40,circle,0,green,1,-2,-1,76,circle,1,yellow,3,True
5,0,71,circle,0,yellow,3,4,2,58,circle,1,red,1,True
-1,0,80,circle,1,yellow,4,0,-5,20,rectangle,1,blue,4,False
-4,-3,46,rectangle,0,blue,2,3,4,67,rectangle,1,red,2,True
1,6,68,circle,1,green,2,4,3,16,circle,0,red,2,True
-3,-2,82,circle,1,green,4,-5,-4,43,circle,1,green,2,True
2,-2,44,rectangle,0,red,1,2,4,13,circle,0,red,3,False
3,4,88,rectangle,0,yellow,5,1,1,75,circle,1,green,1,True
0,-4,85,rectangle,0,green,1,3,-3,33,rectangle,1,blue,4,True
-4,-6,55,circle,1,yellow,3,0,-2,93,rectangle,1,green,4,True
4,-4,21,rectangle,0,yellow,1,0,6,20,circle,0,blue,3,False
-2,6,81,rectangle,0,red,3,-3,2,80,circle,1,yellow,5,True
4,3,27,rectangle,0,yellow,3,-2,-6,63,rectangle,0,green,1,False
-3,3,24,rectangle,1,red,3,1,3,29,circle,0,blue,1,False
0,6,59,circle,0,green,2,3,-2,43,circle,1,red,2,True
-5,-5,14,rectangle,1,red,3,-5,-4,71,rectangle,0,yellow,5,True
4,2,40,rectangle,1,green,5,3,2,91,rectangle,1,red,1,True
5,-2,63,circle,0,yellow,3,4,-5,83,rectangle,1,green,2,True
3,1,85,circle,0,green,5,-5,0,83,circle,1,blue,5,True
-3,2,71,circle,1,yellow,4,0,0,96,rectangle,0,red,1,True
-4,-6,19,circle,0,blue,1,2,-4,54,rectangle,0,red,4,False
-4,4,39,circle,0,green,5,-4,1,63,circle,1,blue,2,False
-1,-4,62,rectangle,0,blue,5,-4,-3,16,rectangle,0,yellow,4,True
3,-4,98,circle,1,green,2,-3,2,20,rectangle,1,yellow,4,False
1,0,42,rectangle,0,red,4,5,0,61,rectangle,0,red,2,True
1,2,33,circle,0,blue,1,5,6,78,rectangle,0,red,3,True
5,-5,12,rectangle,0,blue,4,2,3,28,circle,1,green,1,False
-2,5,24,circle,1,red,2,-2,1,90,rectangle,0,blue,4,True
5,6,62,circle,0,blue,3,-2,3,36,rectangle,1,green,5,False
2,6,87,rectangle,0,yellow,4,3,1,36,circle,1,yellow,1,True
3,-1,10,circle,1,red,1,0,-4,54,circle,1,green,2,True
-1,-6,45,rectangle,1,blue,2,4,1,24,circle,1,yellow,3,False
0,2,50,rectangle,1,yellow,3,1,-4,81,rectangle,1,blue,1,True
-2,6,22,circle,1,blue,5,0,6,59,rectangle,0,blue,5,True
-4,-5,38,circle,0,blue,4,-5,5,58,rectangle,1,red,3,False
3,2,17,rectangle,0,red,5,-3,-1,92,rectangle,1,green,2,True
-4,4,36,rectangle,1,red,4,-4,-3,62,rectangle,0,green,2,False
0,1,40,rectangle,1,red,2,5,4,88,circle,0,green,3,False
0,-4,26,circle,1,blue,4,-1,1,23,circle,0,yellow,4,True
3,0,38,rectangle,1,yellow,5,-3,3,14,rectangle,1,yellow,4,False
-5,2,98,rectangle,1,green,4,2,-5,16,rectangle,1,blue,4,False
-1,4,43,rectangle,0,blue,5,4,-4,79,circle,1,green,1,False
0,4,42,circle,0,green,5,-2,6,58,rectangle,0,blue,2,True
-4,0,77,rectangle,1,red,4,-1,2,19,rectangle,1,green,3,True
-4,1,16,rectangle,0,green,4,0,-4,46,circle,1,green,3,False
-1,-6,86,circle,1,yellow,1,-3,-2,74,circle,0,yellow,1,True
-2,-5,61,rectangle,1,yellow,3,-1,5,47,rectangle,1,blue,3,False
5,-6,23,circle,1,blue,1,-3,-2,31,circle,1,green,1,False
-5,-2,37,rectangle,0,yellow,4,-2,-6,10,circle,1,yellow,1,False
2,5,74,circle,0,red,4,-5,-4,68,rectangle,1,red,5,False
-5,-5,88,rectangle,1,green,1,-3,1,58,rectangle,0,red,2,True
-5,-4,52,rectangle,1,green,3,-1,5,90,rectangle,0,red,4,False
5,-6,52,circle,0,yellow,1,2,5,100,circle,1,red,2,False
-1,6,70,circle,0,green,4,1,4,78,circle,0,red,2,True
-1,2,70,circle,1,red,2,-2,-5,66,circle,1,green,2,True
5,-4,67,rectangle,1,green,4,3,-6,98,rectangle,0,red,5,True
-4,6,58,circle,1,yellow,4,-4,-5,67,rectangle,0,red,1,False
0,4,15,circle,0,yellow,3,-5,0,27,circle,1,red,4,False
4,-3,100,circle,1,green,1,-2,5,56,rectangle,0,yellow,2,False
-2,2,87,rectangle,1,green,1,-5,-3,95,rectangle,1,green,2,True
3,-1,33,rectangle,0,red,1,4,-4,54,circle,1,red,1,True
-4,3,55,circle,0,yellow,2,5,5,21,circle,0,green,4,False
-2,-6,74,rectangle,1,green,5,-3,-5,77,rectangle,1,red,2,True
-4,-5,10,rectangle,0,yellow,5,2,-3,20,rectangle,0,yellow,2,False
1,0,39,rectangle,0,blue,2,-2,-1,42,circle,0,red,3,True
-3,5,47,circle,0,red,5,-4,5,19,circle,1,red,3,False
-3,6,58,rectangle,0,blue,2,1,-6,14,circle,0,green,3,False
3,-2,80,circle,0,red,5,0,-6,69,circle,1,red,3,True
3,1,84,rectangle,1,green,3,-5,-3,51,circle,0,yellow,1,False
5,3,35,rectangle,1,yellow,3,-2,-5,89,circle,1,blue,4,False
-4,-6,54,rectangle,1,green,5,4,6,63,rectangle,1,green,1,False
0,1,43,rectangle,0,red,2,4,-4,85,circle,1,blue,2,False
2,4,17,circle,1,blue,4,0,3,82,rectangle,1,blue,5,True
3,6,15,rectangle,0,red,3,-1,0,68,circle,0,blue,4,False
0,0,14,circle,1,blue,2,5,5,47,rectangle,1,green,2,False
3,6,58,rectangle,1,red,2,-1,2,33,circle,1,red,4,True
-4,5,98,circle,1,blue,2,-4,-5,90,rectangle,0,green,4,False
-1,-3,47,circle,1,blue,5,-1,-1,48,circle,1,yellow,4,True
-5,0,41,circle,1,blue,3,-3,-1,82,rectangle,0,green,1,True
3,2,22,rectangle,1,red,2,-5,-1,93,circle,0,red,3,False
-5,-3,26,circle,1,green,4,2,3,20,circle,1,yellow,5,True
-3,2,49,circle,1,green,4,1,0,29,rectangle,0,green,3,False
0,5,16,circle,1,blue,2,4,3,39,rectangle,1,red,3,False
-1,4,60,circle,0,green,3,2,6,99,rectangle,0,blue,1,True
-3,-4,40,rectangle,0,red,2,2,-1,56,circle,1,yellow,4,False
2,3,38,circle,0,green,2,5,5,63,circle,1,blue,3,True
-2,-3,63,circle,0,green,1,4,6,32,circle,0,yellow,5,True
2,-6,58,rectangle,0,red,5,-2,-1,49,rectangle,0,green,1,True
5,-6,49,circle,0,red,1,0,2,67,circle,1,red,1,False
-1,0,98,circle,1,red,4,-5,-1,49,circle,1,green,1,True
-5,-2,74,rectangle,1,green,4,1,6,46,circle,0,green,5,False
-3,-1,62,rectangle,1,red,5,-4,4,22,rectangle,1,yellow,3,True
0,-2,40,rectangle,0,yellow,1,3,5,57,rectangle,1,green,3,False
5,4,69,circle,1,red,4,5,-5,30,rectangle,1,green,4,False
-4,5,18,rectangle,1,green,3,4,-6,77,circle,0,red,2,False
4,6,62,rectangle,0,green,3,-2,5,82,rectangle,1,yellow,5,True
2,-3,49,circle,1,red,2,4,3,82,circle,1,red,5,True
-4,3,19,rectangle,0,red,3,-2,-2,87,circle,1,green,4,False
3,-2,11,rectangle,0,green,5,1,3,93,rectangle,1,blue,3,True
1,-1,96,rectangle,1,red,3,5,0,55,rectangle,0,yellow,1,True
-4,6,14,circle,1,yellow,5,-2,4,89,rectangle,1,blue,5,True
0,-4,50,circle,1,blue,5,4,2,34,rectangle,1,blue,4,False
1,-3,15,circle,1,blue,1,-2,4,54,circle,0,green,4,False
-2,0,45,rectangle,1,red,1,4,-1,24,circle,0,green,4,False
2,-2,88,circle,0,yellow,1,-5,-3,72,rectangle,1,green,1,False
-3,3,66,circle,0,green,2,4,3,23,circle,1,blue,1,True
-5,-2,25,circle,1,green,2,2,6,36,rectangle,0,yellow,1,False
5,3,78,circle,1,green,5,4,2,55,rectangle,0,yellow,3,True
1,-1,74,rectangle,1,blue,1,-3,-5,79,circle,1,green,3,True
-2,-5,64,circle,1,yellow,3,-3,-2,86,circle,1,green,4,True
-4,6,18,circle,0,yellow,5,2,-1,25,circle,1,yellow,1,False
-1,-3,93,rectangle,1,yellow,5,-3,6,23,rectangle,1,green,4,False
-1,-3,10,circle,1,blue,4,3,1,95,rectangle,0,green,1,True
-2,5,22,circle,1,yellow,2,1,1,89,circle,0,blue,1,True
-2,5,61,rectangle,1,yellow,3,2,1,63,circle,1,yellow,4,True
2,-2,69,rectangle,1,blue,5,-4,3,90,rectangle,0,yellow,3,True
2,3,39,circle,1,red,4,1,6,16,circle,1,yellow,3,True
0,0,37,rectangle,0,blue,2,-1,-5,98,rectangle,1,yellow,4,True
-3,-3,49,rectangle,0,blue,2,4,-6,34,circle,0,red,5,False
-1,4,58,circle,1,blue,4,0,-4,65,rectangle,0,red,1,False
2,1,38,circle,1,red,1,-1,-6,57,rectangle,0,red,2,False
-4,0,91,rectangle,0,yellow,4,1,-5,87,rectangle,1,blue,5,True
1,5,79,circle,0,red,1,-4,-1,34,rectangle,0,yellow,1,False
-2,4,69,rectangle,0,blue,3,-2,1,64,circle,0,yellow,4,True
5,-1,36,circle,0,yellow,4,1,3,96,rectangle,1,blue,5,True
3,6,24,circle,1,blue,2,4,3,50,circle,1,yellow,1,True
-1,-4,42,rectangle,1,red,3,4,-4,28,rectangle,1,green,1,True
0,6,82,circle,0,yellow,2,-3,-4,67,circle,0,green,2,True
2,6,80,circle,0,yellow,2,-4,1,59,rectangle,0,green,5,False
4,1,79,circle,0,red,5,-5,-4,87,rectangle,1,blue,4,False
-1,2,93,rectangle,1,yellow,1,-4,0,72,circle,1,yellow,3,True
3,-2,85,circle,1,yellow,2,2,6,32,rectangle,1,blue,5,False
-4,6,22,rectangle,1,yellow,2,1,4,49,rectangle,0,blue,5,True
4,2,42,rectangle,1,red,5,2,-2,63,rectangle,0,blue,3,True
-2,-1,30,rectangle,1,red,4,3,-5,14,circle,0,yellow,4,False
2,2,47,circle,0,blue,2,-2,-1,25,circle,1,blue,2,True
-5,-4,33,rectangle,1,green,1,5,5,74,rectangle,1,blue,4,False
0,-1,64,circle,1,green,5,-5,0,31,circle,0,yellow,3,True
1,4,57,rectangle,1,blue,4,5,3,100,circle,0,blue,1,True
2,0,21,circle,1,red,5,0,-5,79,rectangle,0,red,1,True
4,3,68,circle,0,yellow,4,4,-6,54,rectangle,1,yellow,5,False
0,-2,48,rectangle,1,green,2,1,-4,87,rectangle,0,yellow,5,True
5,-5,18,circle,0,yellow,4,2,2,70,rectangle,0,green,4,False
-5,2,27,circle,1,red,4,-1,-5,87,rectangle,1,blue,1,False
-3,3,30,rectangle,1,blue,3,-3,3,42,rectangle,1,yellow,4,True
0,4,67,rectangle,0,red,3,3,-5,88,rectangle,1,blue,3,False
-4,-6,53,circle,1,red,3,-3,6,67,circle,0,yellow,2,False
-4,6,21,rectangle,1,green,1,2,-2,66,rectangle,0,green,4,False
3,-2,86,rectangle,0,yellow,3,-5,-3,14,rectangle,1,green,1,False
-1,-2,60,circle,1,blue,1,3,6,16,rectangle,1,green,3,False
3,5,66,rectangle,1,yellow,3,-2,-2,28,rectangle,1,red,3,False
0,-4,59,circle,0,red,4,-1,4,38,rectangle,0,yellow,5,False
-1,-5,60,circle,1,yellow,4,-3,-5,49,circle,0,green,1,True
-5,1,19,rectangle,1,yellow,1,-1,-6,66,circle,1,green,4,False
-5,-1,77,circle,1,blue,4,-4,6,72,rectangle,1,yellow,4,False
-4,1,72,rectangle,0,red,5,-5,-2,18,rectangle,1,red,1,True
-3,3,71,circle,0,green,4,1,5,14,circle,1,green,3,False
0,0,92,rectangle,0,blue,1,-2,3,66,rectangle,0,green,4,True
3,4,67,circle,1,red,5,1,2,44,circle,0,blue,4,True
0,-5,35,circle,0,green,4,5,-4,95,rectangle,0,red,2,True
-4,-4,16,rectangle,0,green,4,-5,-5,10,rectangle,1,green,5,True
-4,-1,90,rectangle,1,red,3,-1,4,19,rectangle,0,red,3,True
-1,-5,14,rectangle,0,green,1,0,4,53,rectangle,1,red,5,False
-5,-3,96,rectangle,0,yellow,3,2,5,56,circle,0,blue,1,False
-5,6,71,rectangle,1,green,4,1,-5,68,circle,0,red,1,False
0,-1,10,circle,0,yellow,3,0,4,62,circle,1,red,4,True
2,-2,95,rectangle,1,blue,2,-1,4,100,circle,1,red,1,True
5,-2,61,circle,1,green,2,0,5,10,circle,0,blue,3,False
-2,-1,79,circle,0,yellow,1,-3,1,53,rectangle,0,yellow,3,True
-1,-2,76,rectangle,0,green,4,2,6,34,circle,1,red,3,False
-5,0,63,rectangle,0,red,4,1,6,50,rectangle,1,red,2,True
0,4,55,rectangle,1,blue,1,1,6,82,circle,0,green,2,True
4,-4,76,rectangle,1,green,2,-2,3,87,rectangle,1,yellow,5,True
-1,-4,85,rectangle,1,red,4,5,-5,85,rectangle,0,green,4,True
2,3,16,rectangle,1,blue,3,-3,-3,18,circle,1,green,1,False
3,-3,17,rectangle,1,blue,4,1,4,86,circle,0,green,1,False
2,6,46,rectangle,0,green,3,4,-3,69,rectangle,0,yellow,5,False
-1,5,48,rectangle,1,green,2,2,3,45,rectangle,1,red,3,True
4,4,12,circle,0,blue,1,2,3,60,rectangle,0,green,3,True
-2,0,52,circle,1,green,2,-1,-2,82,circle,0,blue,1,True
-5,1,71,rectangle,1,yellow,4,-4,1,93,circle,0,yellow,1,True
-5,-2,41,circle,1,red,4,5,0,15,circle,1,green,2,False
5,5,70,rectangle,1,blue,4,-3,-3,21,circle,0,red,4,False
-4,0,36,circle,0,blue,1,-4,4,85,rectangle,0,red,2,True
-4,-2,36,rectangle,0,blue,2,1,-2,88,rectangle,1,green,4,True
0,-2,35,circle,0,red,4,0,6,38,circle,0,red,3,True
-3,1,34,circle,1,red,4,0,-1,67,rectangle,1,blue,5,True
-4,5,62,rectangle,0,blue,1,-1,-6,31,rectangle,1,blue,4,False
-5,6,92,circle,0,green,1,2,-4,14,rectangle,0,green,5,False
2,6,13,circle,1,blue,5,-5,3,89,circle,0,blue,5,False
3,-6,49,circle,0,blue,4,1,2,73,circle,0,yellow,3,False
-2,-2,93,circle,0,blue,5,5,-2,17,rectangle,1,yellow,4,False
-3,-4,65,rectangle,1,green,4,3,3,69,circle,1,blue,3,False
5,-3,91,circle,0,red,2,3,-3,87,rectangle,0,green,2,True
3,4,61,rectangle,0,yellow,5,2,5,11,rectangle,0,yellow,4,True
-1,3,28,circle,1,yellow,3,4,5,19,rectangle,0,yellow,1,False
0,-4,43,rectangle,0,yellow,3,5,2,24,circle,0,red,3,False
-2,-2,97,circle,0,yellow,2,-5,4,88,circle,0,red,3,True
-2,6,17,rectangle,1,yellow,3,1,4,92,circle,0,red,5,True
1,-6,49,rectangle,0,blue,4,-5,2,57,circle,1,yellow,1,False
3,-2,24,circle,1,blue,1,1,4,28,rectangle,0,red,4,False
-3,4,66,circle,1,red,5,3,5,76,rectangle,0,yellow,2,False
2,2,78,rectangle,1,yellow,1,-4,-5,88,circle,1,blue,5,False
0,4,63,rectangle,1,yellow,1,4,6,94,circle,0,green,1,True
-5,-3,44,rectangle,0,green,5,0,4,58,circle,1,green,5,False
-2,6,37,circle,0,red,3,3,5,22,rectangle,0,green,3,False
0,-6,63,rectangle,1,yellow,2,-2,-5,95,rectangle,1,yellow,2,True
3,-5,14,circle,0,blue,1,3,-2,26,rectangle,1,blue,4,True
0,0,35,rectangle,1,red,1,1,-1,45,rectangle,1,blue,2,True
-3,5,43,circle,0,yellow,1,-1,-3,62,rectangle,0,green,5,False
-3,6,20,circle,0,blue,1,-2,-6,48,circle,1,yellow,1,False
3,-2,88,circle,1,yellow,4,5,1,80,circle,0,yellow,4,True
-2,-2,18,rectangle,1,green,4,2,3,15,rectangle,1,red,5,False
5,2,49,rectangle,0,green,2,3,4,59,rectangle,1,yellow,1,True
-1,6,68,circle,1,red,1,-2,4,97,rectangle,1,blue,3,True
2,1,50,rectangle,1,green,2,1,6,36,circle,0,red,1,False
4,2,36,circle,1,yellow,4,1,-1,48,circle,1,green,3,True
3,-5,100,rectangle,1,green,1,5,-6,16,rectangle,0,yellow,2,True
-5,-2,57,circle,1,blue,4,4,-6,11,rectangle,1,red,2,False
-2,2,85,rectangle,0,green,1,-1,-2,11,circle,1,red,1,True
-3,-1,87,rectangle,1,red,2,0,-4,98,rectangle,0,blue,3,True
5,1,82,rectangle,1,red,1,5,-3,59,circle,1,yellow,5,True
-1,-5,80,circle,0,green,1,1,3,91,circle,1,blue,4,True
4,-4,20,rectangle,1,blue,1,2,3,99,rectangle,0,green,3,True
0,3,11,circle,0,green,1,1,5,13,circle,1,red,4,False
-1,6,64,circle,1,green,1,-2,-3,93,circle,1,green,5,True
-3,-5,23,circle,0,yellow,3,0,5,11,rectangle,1,blue,3,False
0,3,29,rectangle,0,red,5,5,-4,99,rectangle,1,green,1,True
0,-4,38,circle,1,green,5,-2,-2,38,rectangle,1,yellow,1,True
5,-6,18,rectangle,0,green,2,-5,-5,42,rectangle,1,blue,2,False
-3,-3,14,rectangle,1,red,3,0,-3,97,circle,1,green,3,True
-3,-3,59,circle,1,green,5,-4,2,88,rectangle,1,blue,2,True
-5,-6,88,rectangle,0,green,2,-3,5,23,circle,0,blue,5,False
2,-2,57,rectangle,1,blue,5,-1,-4,96,circle,1,green,2,True
3,-3,84,rectangle,1,green,3,-4,-3,98,circle,0,yellow,1,False
-3,-5,87,circle,0,blue,1,5,-5,51,rectangle,1,blue,1,False
3,6,55,rectangle,1,green,5,-3,-1,90,rectangle,0,red,2,True
5,-3,75,rectangle,0,green,1,0,-1,58,rectangle,1,blue,3,True
-2,1,15,circle,0,blue,4,-1,3,83,rectangle,0,red,1,True
1,-6,68,circle,0,green,4,-2,-6,10,rectangle,1,blue,4,False
0,-2,45,rectangle,1,green,4,-2,0,61,rectangle,0,green,3,True
0,-2,77,circle,0,yellow,4,-2,-2,75,circle,0,green,1,True
-3,-2,93,rectangle,1,yellow,2,1,2,89,rectangle,1,blue,5,True
3,-1,98,rectangle,0,green,3,5,5,22,rectangle,1,blue,4,True
-4,6,12,circle,0,blue,4,1,-1,61,rectangle,1,blue,4,False
-4,-3,48,circle,0,green,1,-1,5,24,circle,0,blue,2,True
-5,6,61,rectangle,0,blue,4,5,-4,99,rectangle,1,yellow,4,False
2,1,69,rectangle,0,yellow,3,3,-6,57,rectangle,1,green,4,True
3,0,89,rectangle,0,red,5,1,-6,97,circle,0,yellow,3,True
5,3,13,rectangle,0,green,5,5,-3,72,circle,1,green,5,False
-1,6,56,rectangle,1,blue,4,-1,1,14,circle,1,red,4,False
4,-4,69,circle,0,yellow,4,0,2,32,rectangle,0,red,2,False
-2,2,73,rectangle,0,red,3,2,-2,26,circle,0,red,4,True
0,5,71,rectangle,1,blue,4,0,3,73,rectangle,0,red,1,True
4,1,17,rectangle,0,blue,2,1,-4,41,circle,0,red,4,False
4,-5,40,rectangle,1,yellow,4,-5,0,93,rectangle,0,green,2,False
0,-2,11,rectangle,0,green,3,4,-6,62,circle,1,red,2,False
-4,4,28,circle,0,green,3,5,-3,92,rectangle,0,yellow,2,False
-5,4,34,rectangle,1,green,3,3,3,10,rectangle,1,blue,5,False
-4,-2,40,circle,1,yellow,5,5,5,61,rectangle,1,yellow,5,False
2,-5,31,circle,0,red,5,0,-5,68,rectangle,1,green,5,True
-3,-1,72,rectangle,1,blue,5,1,-6,85,circle,1,yellow,2,True
-4,4,68,rectangle,0,yellow,5,-1,5,42,rectangle,0,red,4,True
1,3,96,circle,0,green,4,-3,-5,18,rectangle,1,red,2,False
2,5,91,rectangle,1,yellow,2,2,0,32,circle,1,blue,4,True
3,-3,10,circle,0,yellow,3,-3,-3,14,rectangle,1,yellow,2,False
-5,-3,28,rectangle,0,green,1,5,0,85,circle,0,red,4,False
-3,-1,66,circle,0,blue,4,-5,2,80,rectangle,1,blue,3,True
1,6,21,circle,1,yellow,2,-1,-6,37,circle,0,blue,1,False
2,-5,34,rectangle,0,blue,2,-1,-5,57,rectangle,1,yellow,2,True
0,3,43,rectangle,0,blue,4,2,-1,34,circle,0,yellow,5,True
-2,2,91,circle,1,green,2,1,0,22,rectangle,0,yellow,1,True
5,2,21,rectangle,0,yellow,3,-2,-6,32,rectangle,1,blue,3,False
-4,-5,36,circle,1,green,4,-1,3,74,rectangle,1,yellow,2,False
-3,-3,73,circle,1,yellow,1,1,1,99,rectangle,0,yellow,5,True
-3,-2,49,circle,0,red,5,4,6,36,rectangle,0,blue,4,False
1,-4,44,rectangle,0,green,3,0,6,50,circle,0,blue,4,False
-3,-2,84,circle,1,yellow,3,-3,-6,100,rectangle,0,blue,4,True
-4,1,56,circle,0,green,1,-3,0,97,circle,1,red,3,True
-4,6,74,rectangle,1,blue,5,2,-5,89,circle,0,red,1,False
-4,-1,30,circle,1,yellow,4,-3,-6,96,rectangle,1,yellow,3,True
-4,6,43,circle,1,blue,5,3,1,88,circle,0,blue,5,False
1,0,12,circle,0,blue,5,-3,1,70,circle,1,red,4,True
-1,-4,88,circle,1,yellow,3,-2,0,21,rectangle,1,red,3,False
0,-2,100,circle,0,yellow,5,-4,-5,73,rectangle,0,green,3,True
-1,-4,48,rectangle,1,red,2,4,4,81,circle,0,green,3,False
0,-4,13,circle,1,red,2,-5,5,70,rectangle,1,red,3,False
2,5,82,rectangle,1,red,3,3,-2,91,rectangle,1,green,1,True
-2,-1,63,rectangle,1,blue,5,2,4,16,circle,0,blue,5,False
-5,5,97,circle,1,red,2,2,6,30,circle,0,red,1,False
0,-1,68,rectangle,1,green,2,1,0,23,rectangle,1,blue,3,True
