carat,cut,color,clarity,depth,table,price,x,y,z,v
100,2,4,1,599,61,4255,642,646,386,160086552
106,2,1,2,628,56,4255,647,652,408,172112352
100,3,4,1,615,58,4255,638,641,393,160720494
100,2,4,1,616,62,4255,630,637,390,156510900
126,1,0,2,639,58,4255,678,674,432,197411904
102,4,2,1,614,56,4255,652,647,399,168315756
93,2,4,2,598,58,4256,632,639,380,153462240
112,3,5,2,626,60,4256,668,662,416,183961856
91,3,3,2,621,58,4256,618,615,383,145566810
101,1,3,2,638,60,4256,636,631,404,162131664
100,4,5,1,626,56,4256,638,634,398,160987816
100,3,2,2,618,59,4256,643,638,396,162452664
91,1,2,3,636,58,4257,610,614,389,145696060
91,4,2,3,623,57,4257,618,624,387,149239584
101,3,4,1,618,56,4257,643,638,396,162452664
90,2,5,3,636,58,4258,610,614,389,145696060
92,1,3,2,637,57,4258,611,614,390,146310060
92,1,3,2,632,58,4258,616,618,390,148468320
92,4,3,2,614,54,4258,625,629,385,151353125
92,3,3,2,609,59,4258,625,627,381,149304375
73,4,6,4,619,55,4258,578,581,359,120558662
100,1,3,1,615,61,4258,635,643,393,160463865
84,2,2,5,604,55,4259,607,612,368,136706112
111,4,0,2,621,56,4259,664,667,413,182912744
117,3,4,1,625,57,4259,680,671,422,192550160
90,3,2,3,608,61,4259,622,612,375,142749000
90,3,3,2,622,59,4259,621,616,388,148423968
90,3,2,3,621,59,4259,620,614,383,145800440
101,2,6,1,608,61,4260,645,650,394,165184500
101,3,2,2,592,59,4260,652,658,388,166458208
101,2,6,1,598,57,4260,651,657,391,167233437
101,1,6,1,615,56,4260,636,642,393,160466616
101,2,6,1,618,57,4260,642,647,398,165318852
101,1,6,1,631,54,4260,637,643,404,165474764
100,4,5,1,612,57,4260,642,645,394,163151460
101,4,2,1,617,56,4260,647,643,398,165576358
90,4,2,2,625,55,4260,617,621,387,148281759
101,2,0,4,613,57,4262,643,650,396,165508200
101,2,5,1,615,62,4262,635,644,393,160713420
80,2,3,3,616,57,4263,595,597,367,130363905
109,4,5,1,620,57,4264,661,655,408,176645640
94,3,5,3,625,58,4264,626,618,389,150491652
96,2,2,2,603,57,4265,635,638,384,155569920
91,1,6,2,646,58,4265,602,612,392,144422208
111,3,0,3,626,59,4265,660,656,412,178379520
100,1,3,1,637,61,4265,627,620,397,154329780
93,4,5,4,627,54,4265,625,620,390,151125000
90,3,5,3,617,59,4266,613,619,380,144189860
106,2,1,2,604,59,4267,656,661,398,172579168
106,4,5,1,606,59,4267,663,660,401,175469580
91,4,4,2,623,56,4267,616,619,385,146802040
90,2,4,3,642,59,4268,607,611,391,145012907
80,3,2,7,626,58,4268,589,593,370,129232490
103,2,5,1,623,57,4268,643,648,401,167082264
90,1,4,3,645,60,4268,603,607,390,142748190
121,3,0,3,624,58,4268,683,679,425,197096725
103,4,4,1,623,56,4268,651,643,403,168692979
101,3,2,1,601,59,4269,645,639,386,159091830
90,3,2,3,617,59,4269,614,622,381,145506948
90,2,2,3,619,56,4269,617,623,384,147606144
90,2,2,3,613,59,4269,615,621,379,144745785
90,2,2,3,609,59,4269,618,624,378,145768896
90,4,2,3,626,57,4269,614,620,386,146942480
90,1,2,3,636,58,4269,608,612,388,144373248
100,2,4,1,633,58,4269,626,629,397,156320338
90,4,4,2,617,55,4269,619,616,381,145276824
101,4,2,1,628,56,4269,640,644,403,166100480
110,3,1,1,626,59,4269,657,653,409,175469589
121,1,0,1,637,55,4269,681,675,432,198579600
121,3,0,2,626,58,4269,674,671,421,190398934
101,3,2,1,601,60,4270,648,644,388,161917056
101,2,4,1,634,54,4270,642,639,405,166146390
81,4,4,4,618,55,4270,597,603,371,133556661
106,4,1,1,618,57,4270,657,660,407,176483340
114,3,2,1,627,58,4270,671,669,420,188537580
101,2,3,1,633,57,4270,639,631,401,161686809
101,2,2,2,635,60,4271,641,638,392,160311536
83,4,3,3,613,56,4271,606,608,372,137062656
112,3,1,1,599,57,4271,680,676,405,186170400
111,2,1,2,619,59,4273,658,664,409,178697008
111,4,1,2,624,55,4273,660,664,413,180993120
100,2,5,1,597,58,4273,648,655,389,165107160
109,3,1,2,617,59,4273,659,653,405,174282435
102,3,2,2,614,55,4273,651,648,399,168317352
120,2,4,1,633,59,4274,670,666,423,188751060
74,1,6,6,592,62,4274,585,587,347,119158065
101,1,5,2,646,56,4274,617,621,400,153262800
118,3,0,1,613,60,4274,683,678,417,193101858
100,4,4,1,618,57,4274,645,636,396,162447120
103,3,5,2,624,58,4274,650,642,403,168171900
92,3,6,2,623,58,4274,627,621,389,151463763
103,3,5,2,630,59,4274,643,640,404,166254080
96,3,6,1,600,61,4274,636,632,381,153143712
120,3,4,1,627,60,4274,673,667,421,188983111
65,4,6,5,607,57,4275,563,565,342,108788490
110,4,0,2,622,55,4275,662,665,413,181814990
101,3,4,2,627,54,4276,642,637,401,163990554
110,2,5,2,630,58,4276,653,659,413,177725051
110,2,5,2,621,58,4276,659,661,409,178159991
108,2,1,2,605,60,4276,661,667,401,176795687
113,4,1,1,621,55,4276,671,672,417,188030304
107,4,0,2,621,56,4276,654,660,408,176109120
101,1,4,2,642,58,4276,633,631,405,161766315
101,1,4,2,641,60,4276,621,616,397,151866792
101,4,4,2,623,55,4276,638,631,395,159018310
112,3,3,1,624,58,4277,659,664,413,180718888
104,4,2,1,620,57,4277,660,653,407,175408860
104,3,2,1,609,58,4277,658,652,399,171177384
104,3,2,1,629,58,4277,647,643,405,168488505
90,1,3,3,640,58,4278,602,607,387,141415218
100,4,0,3,619,54,4278,641,645,398,164551110
33,4,3,2,620,54,579,441,443,274,53529462
33,4,3,2,625,55,579,442,445,277,54483130
33,3,5,4,592,58,579,450,455,268,54873000
33,4,2,3,612,55,579,446,449,274,54869596
33,4,3,2,619,57,579,443,446,275,54333950
32,4,2,3,615,55,580,438,443,271,52583214
32,4,5,4,614,55,580,443,449,274,54500518
32,4,5,4,610,56,580,443,445,271,53423585
26,3,4,4,595,58,580,422,418,250,44099000
26,4,4,4,623,56,580,409,408,254,42385488
26,4,4,4,609,57,580,413,411,250,42435750
26,3,3,4,601,60,580,415,409,248,42094280
26,3,3,3,621,56,580,413,411,256,43454208
26,3,3,3,604,58,580,419,415,252,43819020
26,4,3,4,618,55,580,413,409,254,42904918
26,3,3,4,619,58,580,411,409,254,42697146
26,4,6,4,620,55,580,412,409,254,42801032
35,4,1,1,616,55,580,462,453,282,59018652
32,3,3,3,593,58,580,445,449,265,52948325
30,2,5,5,630,56,581,424,426,268,48407232
30,2,5,5,620,59,581,426,434,267,49364028
30,2,2,4,626,56,581,429,430,269,49622430
30,4,5,5,625,55,581,429,432,269,49853232
30,4,5,5,615,56,581,434,438,268,50944656
38,4,6,2,623,57,581,459,465,288,61469280
34,1,4,2,619,56,581,450,451,279,56623050
43,3,5,0,620,59,581,483,478,298,68800452
38,2,1,2,602,60,581,465,468,281,61151220
38,4,1,2,623,56,581,458,463,287,60859498
97,4,0,4,613,57,4278,637,641,392,160060264
107,3,2,1,599,59,4278,667,661,398,175473026
124,3,3,1,608,57,4278,698,694,423,204906276
124,3,3,1,608,57,4278,698,694,423,204906276
107,3,2,1,598,60,4278,670,665,399,177774450
91,1,4,2,639,55,4279,610,617,392,147537040
91,2,4,2,597,55,4279,633,636,379,152580852
61,4,6,6,621,56,4279,546,543,338,100209564
103,4,4,1,619,56,4280,647,643,399,165992379
102,4,1,3,608,57,4281,642,650,393,163998900
102,4,1,3,627,56,4281,637,643,401,164245991
92,2,2,2,618,54,4281,625,637,390,155268750
64,4,6,6,615,56,4281,557,559,343,106797509
98,0,2,2,644,56,4281,633,624,403,159181776
105,2,3,1,632,59,4281,643,636,404,165214992
112,2,4,1,623,59,4282,665,668,415,184351300
103,2,4,2,625,59,4282,641,645,401,165791445
103,4,0,3,616,57,4283,652,647,400,168737600
111,2,0,3,618,56,4283,659,664,409,178968584
110,2,0,1,618,58,4283,660,663,409,178970220
103,2,5,1,628,59,4283,640,643,403,165842560
103,4,5,1,606,56,4283,653,663,399,172742661
111,3,4,1,621,58,4283,663,651,409,176529717
107,3,3,1,605,59,4284,659,667,401,176260753
91,1,2,4,634,54,4284,607,624,390,147719520
91,1,2,4,636,60,4284,603,611,386,142215138
91,1,2,4,632,58,4284,607,615,386,144095730
81,3,6,4,623,58,4284,594,600,372,132580800
91,2,3,2,621,60,4284,621,625,387,150204375
102,2,4,1,609,58,4284,643,655,395,166360175
100,3,2,1,618,60,4284,637,634,393,158716194
91,4,3,2,623,57,4284,621,625,388,150592500
100,4,2,1,628,57,4284,637,631,398,159974906
102,2,5,1,631,59,4284,643,637,404,165474764
102,3,1,2,627,55,4284,648,641,404,167808672
102,3,5,1,625,54,4284,644,640,401,165276160
90,4,4,2,615,56,4284,625,620,383,148412500
102,3,5,1,609,59,4284,651,646,395,166115670
102,3,5,1,598,59,4284,654,650,390,165789000
102,4,5,1,618,55,4284,651,647,401,168899997
102,3,4,1,600,60,4284,657,653,393,168605253
72,4,3,5,621,56,4285,572,577,357,117825708
90,2,3,2,629,56,4286,609,612,384,143119872
92,3,2,3,616,62,4287,630,624,386,151744320
90,2,3,1,599,57,4288,625,634,377,149386250
71,1,6,3,636,54,4289,570,575,364,119301000
91,2,3,2,639,57,4289,605,612,389,144031140
90,2,6,2,621,60,4289,611,619,382,144475838
104,2,1,2,620,57,4290,647,650,401,168640550
104,3,1,2,618,60,4290,647,651,401,168899997
104,4,5,1,611,56,4290,660,666,405,178021800
103,4,2,1,629,57,4290,637,647,404,166504156
104,1,3,1,623,62,4290,640,644,400,164864000
112,4,5,2,627,56,4290,666,661,416,183134016
102,4,2,1,627,57,4291,642,644,403,166619544
102,2,2,1,629,59,4291,638,640,401,163736320
102,3,2,1,625,59,4291,637,642,400,163581600
102,2,2,1,616,61,4291,646,647,398,166348876
90,2,6,2,618,59,4291,613,616,380,143491040
129,3,1,1,611,62,4291,700,694,426,206950800
103,2,0,4,634,58,4292,636,642,405,165366360
105,2,1,2,635,58,4292,646,643,409,169889602
85,2,4,4,620,55,4293,608,614,378,141111936
56,4,6,7,619,57,4293,528,531,328,91960704
91,3,5,3,606,58,4293,630,625,380,149625000
118,2,0,1,635,57,4294,668,674,426,191798832
112,3,5,1,623,59,4294,668,665,415,184351300
101,2,0,2,622,57,4295,635,639,396,160682940
100,4,5,1,594,55,4295,659,665,393,172226355
100,2,6,1,615,63,4295,632,627,387,153354168
100,2,6,1,635,59,4295,635,632,401,160929320
100,0,2,2,644,57,4295,632,628,405,160742880
100,2,2,2,631,56,4295,641,631,401,162192871
100,2,6,1,633,60,4295,629,619,395,153793645
100,3,6,1,603,58,4295,648,645,390,163004400
100,3,6,1,608,60,4295,645,641,391,161656995
90,2,2,3,605,60,4296,620,624,376,145466880
90,1,2,3,615,61,4296,618,621,381,146219418
102,4,5,1,605,57,4297,652,656,395,168946240
90,2,2,4,624,58,4297,614,616,384,145238016
93,3,4,2,623,58,4297,622,618,386,148376856
91,1,5,4,634,56,4298,612,618,390,147504240
101,2,4,1,618,56,4298,643,638,396,162452664
101,3,3,2,616,59,4299,644,642,396,163725408
101,2,3,1,634,59,4299,632,626,399,157857168
101,2,4,1,632,58,4299,643,630,401,162441090
101,2,4,1,633,57,4299,639,637,404,164445372
101,4,2,1,615,57,4299,650,642,397,165668100
120,2,1,2,631,61,4301,665,658,418,182904260
120,3,5,1,608,59,4301,680,675,412,189108000
96,4,2,2,630,53,4301,624,621,392,151901568
101,1,4,1,615,62,4302,641,646,396,163978056
112,4,3,1,624,56,4303,666,663,415,183246570
91,2,6,2,628,57,4303,612,617,386,145755144
102,2,5,1,597,58,4303,653,657,391,167747211
109,3,0,4,593,57,4303,679,674,401,183516046
77,2,4,6,611,57,4304,591,594,362,127081548
93,2,3,2,628,56,4304,619,624,390,150639840
80,2,3,5,629,59,4304,588,595,372,130147920
101,2,4,1,591,57,4304,657,662,390,169624260
90,4,6,2,607,57,4304,623,616,376,144296768
90,2,6,2,633,57,4304,612,607,386,143392824
90,3,6,2,612,60,4304,619,614,377,143284882
90,3,6,2,627,56,4304,616,612,385,145141920
90,3,6,2,615,58,4304,621,615,380,145127700
90,2,6,2,610,63,4304,613,610,373,139475890
90,2,6,2,635,57,4304,615,611,389,146172585
90,3,6,2,594,62,4304,624,619,369,142528464
90,3,6,2,627,58,4304,615,609,384,143821440
90,3,6,2,626,58,4304,615,611,384,144293760
100,1,5,3,636,57,4305,635,626,401,159401510
101,2,5,2,625,58,4306,635,638,398,161241740
101,2,5,2,623,57,4306,636,642,398,162508176
112,4,1,1,617,57,4307,659,670,413,182351890
111,2,3,1,623,58,4307,664,668,415,184074080
107,2,1,2,618,60,4307,652,656,404,172795648
100,1,3,1,621,61,4307,636,640,396,161187840
115,0,2,1,601,60,4307,690,672,409,189645120
100,2,3,1,625,59,4308,631,637,396,159171012
98,3,4,1,618,58,4308,637,632,392,157812928
90,2,2,3,631,56,4309,614,604,384,142408704
90,1,2,3,637,60,4309,602,598,382,137518472
90,1,4,3,636,59,4309,606,611,387,143292942
90,1,5,4,635,59,4309,610,613,388,145084840
90,2,5,4,629,58,4309,606,612,383,142043976
90,2,5,4,621,59,4309,609,614,380,142091880
90,1,4,3,638,55,4309,609,613,390,145593630
90,3,5,4,624,58,4309,615,619,385,146563725
91,1,5,3,599,61,4309,618,624,372,143455104
90,3,2,3,615,60,4309,616,613,378,142735824
92,4,3,1,626,57,4309,622,618,388,149145648
90,2,2,3,633,54,4309,619,611,389,147123301
90,4,2,3,624,54,4309,622,619,387,149001966
104,2,5,2,632,57,4310,645,640,405,167184000
121,3,4,1,624,60,4310,677,673,421,191816441
66,2,6,5,607,59,4311,560,567,342,108591840
100,2,3,1,619,59,4311,639,643,397,163118169
100,2,3,1,607,59,4311,638,644,389,159829208
100,0,6,1,645,54,4312,634,628,407,162047864
100,2,3,1,622,59,4312,635,638,396,160431480
121,2,0,2,627,57,4312,672,677,423,192441312
100,2,3,1,606,61,4312,639,644,389,160079724
100,1,3,1,633,55,4312,625,629,397,156070625
112,2,1,2,606,60,4312,673,677,409,186348989
110,3,1,2,604,61,4312,673,669,405,182345985
100,3,5,5,619,61,4312,636,631,392,157315872
100,1,6,2,643,62,4312,618,613,396,150018264
100,4,5,1,614,56,4312,646,641,395,163563970
91,3,5,3,618,60,4313,618,622,383,147223668
101,2,1,2,631,57,4313,632,636,400,160780800
106,4,1,2,622,56,4313,649,653,405,171637785
107,4,5,1,592,57,4314,670,664,395,175727600
81,4,3,3,620,57,4314,596,598,370,131870960
90,4,2,1,607,57,4314,619,633,380,148894260
107,3,1,2,607,61,4314,660,655,399,172487700
107,2,3,2,604,63,4314,667,660,401,176528220
103,2,2,1,630,57,4315,640,642,404,165995520
90,2,3,2,626,58,4315,611,615,384,144293760
90,2,3,2,626,61,4315,606,611,381,141071346
90,2,3,2,630,56,4315,611,615,386,145045290
114,4,5,1,605,56,4315,683,680,413,191813720
81,4,6,3,595,60,4315,608,615,364,136106880
109,4,1,1,603,57,4315,664,670,401,178396880
90,1,3,3,642,59,4315,602,610,389,142848580
111,3,0,3,599,60,4315,678,671,404,183794952
91,2,2,3,595,58,4316,626,634,375,148831500
100,2,5,1,617,55,4316,640,646,397,164135680
111,2,0,2,624,57,4316,657,664,412,179734176
101,4,1,2,622,56,4316,635,642,397,161844990
104,2,5,2,631,58,4316,643,637,404,165474764
104,3,5,2,621,56,4316,648,641,401,166562568
101,3,4,1,596,59,4317,659,652,391,168000188
91,4,1,3,616,55,4317,621,628,385,150145380
93,4,5,2,617,55,4317,626,629,387,152382798
84,2,4,5,604,62,4318,610,615,370,138805500
108,3,2,1,607,60,4318,664,661,401,176000504
90,4,4,2,620,57,4318,621,625,386,149816250
102,1,6,1,615,61,4318,634,641,392,159306448
108,3,2,1,598,57,4318,672,666,400,179020800
108,2,2,1,632,57,4318,654,650,412,175141200
105,3,2,1,625,60,4318,650,645,405,169796250
105,3,2,1,613,58,4318,660,655,403,174216900
105,2,2,1,632,54,4318,652,649,411,173913828
105,3,2,1,616,60,4318,656,649,401,170723344
102,3,4,1,603,59,4318,653,650,393,166808850
84,3,3,4,597,59,4318,616,613,367,138582136
102,2,4,1,630,58,4319,637,643,403,165065173
102,4,4,1,624,57,4319,640,643,400,164608000
100,3,2,1,618,58,4319,639,643,396,162707292
102,4,5,1,607,57,4319,651,654,396,168598584
107,4,1,3,611,57,4319,666,660,405,178021800
115,3,2,1,620,59,4320,674,662,413,184275644
90,2,2,2,624,59,4320,610,615,382,143307300
65,4,6,6,619,56,4320,553,556,343,105461524
101,3,5,2,627,59,4320,633,627,395,156771945
101,3,5,2,606,61,4320,639,635,386,156625290
107,2,2,1,629,59,4321,651,658,412,176483496
90,3,5,3,604,59,4321,624,627,378,147891744
100,2,3,1,598,58,4321,647,653,389,164348999
100,2,3,1,596,59,4321,648,651,387,163255176
100,2,3,1,639,57,4321,624,627,400,156499200
104,3,4,1,628,55,4321,648,641,405,168224040
104,1,4,1,642,56,4321,639,636,409,166219236
112,3,1,3,624,58,4321,663,659,413,180446721
106,1,3,1,639,60,4321,645,641,411,169925895
109,2,6,1,592,63,4322,671,667,396,177232572
109,3,2,2,625,59,4322,656,653,409,175202512
109,3,2,2,618,59,4322,659,653,405,174282435
115,2,0,3,637,56,4323,663,668,424,187782816
70,4,6,4,614,57,4323,571,576,352,115771392
70,4,6,4,615,57,4323,568,571,350,113514800
104,4,5,1,603,57,4323,654,659,396,170670456
90,2,5,4,622,57,4324,610,615,381,142932150
90,2,5,4,632,59,4324,608,611,385,143022880
90,2,5,4,622,59,4324,614,618,383,145330116
117,3,4,1,596,60,4324,688,685,409,192753520
90,4,4,2,607,57,4324,625,621,378,146711250
93,2,3,1,605,57,4325,632,637,384,154592256
71,4,6,5,616,54,4325,574,578,355,117779060
68,4,6,6,613,57,4325,566,569,348,112074792
84,4,2,4,618,56,4325,602,611,375,137933250
112,4,0,1,625,57,4325,663,659,413,180446721
103,4,5,1,611,57,4325,648,652,397,167730912
92,4,5,2,605,57,4325,627,632,381,150976584
103,1,5,2,631,56,4326,635,639,401,162711765
101,1,2,2,632,55,4326,632,640,401,162196480
92,1,4,2,640,56,4326,612,617,393,148398372
103,3,1,2,620,58,4326,647,643,400,166408400
115,3,0,2,622,58,4326,675,668,418,188476200
115,3,1,1,621,58,4326,678,671,419,190619022
103,2,3,1,607,63,4326,648,644,392,163586304
101,3,2,1,624,59,4327,639,634,397,160835022
101,1,2,1,638,56,4327,632,628,401,159155296
92,2,6,1,616,58,4327,619,622,382,147076876
82,4,6,3,624,54,4327,599,602,375,135224250
101,3,2,1,620,58,4327,641,637,396,161693532
101,3,2,1,627,58,4327,644,638,401,164759672
101,3,2,1,605,58,4327,655,647,394,166971290
101,3,2,1,619,59,4327,646,639,398,164292012
101,4,2,1,596,57,4327,659,654,391,168515526
101,3,2,1,601,59,4327,655,646,391,165443830
101,4,2,1,605,58,4327,652,648,393,166040928
101,3,2,1,604,59,4327,657,652,395,169203780
101,3,2,1,625,60,4327,639,634,398,161240148
101,3,2,1,610,58,4327,648,643,394,164165616
101,3,2,1,601,61,4327,660,655,395,170758500
90,2,5,3,623,59,4328,610,617,382,143773340
90,2,5,4,625,58,4328,608,614,382,142605184
114,3,3,1,625,58,4328,672,665,418,186795840
114,3,3,1,617,60,4328,678,670,416,188972160
103,3,3,1,614,58,4328,649,645,397,166186185
92,4,5,4,609,57,4328,633,629,384,152892288
119,2,0,1,634,56,4329,670,679,426,193800180
101,3,3,2,617,56,4330,644,639,396,162960336
105,4,5,1,612,57,4331,655,662,403,174744830
105,4,5,1,612,57,4331,654,659,401,172825386
125,3,0,1,623,59,4331,682,686,426,199304952
119,3,5,1,619,58,4332,684,677,421,194951628
91,3,3,2,621,58,4332,615,618,383,145566810
104,2,5,1,602,60,4332,652,657,394,168775416
101,2,4,1,622,58,4332,633,638,395,159522330
101,2,4,1,621,58,4332,635,641,396,161185860
106,4,1,2,628,56,4333,652,647,408,172112352
108,4,5,2,622,57,4333,656,660,409,177080640
96,4,4,4,617,56,4333,640,634,393,159463680
100,3,4,1,629,56,4333,642,636,401,163733112
100,3,4,1,599,61,4333,646,642,386,160086552
100,3,4,1,616,62,4333,637,630,390,156510900
91,2,4,1,625,58,4334,610,616,383,143916080
88,4,5,6,620,59,4334,612,613,380,142559280
90,3,3,3,629,58,4334,615,612,386,145282680
90,3,3,2,630,59,4334,613,610,385,143963050
78,4,6,4,621,55,4336,590,595,368,129186400
101,4,1,1,625,57,4336,638,645,401,165015510
39,1,0,3,633,56,581,459,463,292,62054964
39,4,0,3,614,57,581,466,472,288,63346176
39,2,2,1,627,54,581,463,471,293,63895389
38,3,1,2,605,58,581,467,472,284,62600416
39,3,0,3,613,60,581,465,468,286,62239320
25,4,2,6,617,56,582,405,407,250,41208750
25,4,2,6,626,55,582,403,404,252,41028624
25,4,2,6,626,56,582,401,405,252,40926060
31,4,3,2,621,56,582,434,438,271,51514932
25,4,2,7,611,57,582,405,407,248,40879080
25,2,4,5,612,55,583,409,413,252,42567084
23,2,4,5,614,56,583,394,397,243,38009574
23,2,4,5,615,56,583,395,400,244,38552000
23,2,4,5,616,57,583,396,399,245,38710980
23,2,4,6,618,57,583,394,396,244,38069856
23,2,4,6,623,55,583,393,396,246,38284488
23,2,4,6,628,54,583,392,394,247,38148656
23,2,3,6,624,54,583,395,398,247,38830870
23,2,3,6,622,57,583,393,396,245,38128860
36,2,5,3,610,55,583,462,466,283,60927636
27,4,4,5,600,62,583,421,422,252,44770824
27,4,4,3,619,54,583,413,416,257,44154656
27,4,4,3,618,53,583,418,420,259,45470040
37,4,4,2,613,55,583,461,465,284,60879660
37,3,0,3,611,60,583,463,459,282,59929794
37,3,0,3,607,60,583,468,465,283,61586460
31,4,2,4,619,55,583,436,437,270,51443640
31,1,2,4,633,57,583,428,430,272,50058880
31,1,4,3,635,55,583,430,432,274,50898240
31,4,4,3,616,56,583,434,438,269,51134748
101,4,1,1,624,57,4336,637,641,399,162918483
101,2,0,3,606,59,4337,642,645,390,161495100
91,4,5,2,620,56,4337,619,622,385,148231930
121,3,1,1,599,61,4337,689,685,411,193977615
101,2,6,1,631,54,4338,643,637,404,165474764
101,1,6,1,636,57,4338,634,630,401,160167420
101,3,6,1,608,61,4338,650,645,394,165184500
101,3,2,2,592,59,4338,658,652,388,166458208
101,3,2,2,626,60,4338,639,635,399,161900235
101,3,6,1,618,57,4338,647,642,398,165318852
101,3,2,2,630,59,4338,632,627,396,156920544
101,3,6,1,626,60,4338,640,637,400,163072000
101,3,2,2,628,59,4338,633,629,396,157670172
72,2,3,6,608,58,4339,579,583,353,119157621
101,1,4,2,634,55,4339,635,642,405,165106350
101,1,4,2,642,58,4339,624,629,401,157390896
107,2,2,1,646,60,4340,635,640,412,167436800
100,3,4,1,615,60,4340,635,633,390,156762450
125,3,1,1,601,60,4340,699,695,419,203552295
125,3,2,1,611,58,4340,696,691,424,203916864
102,2,5,1,626,57,4341,642,646,403,167136996
70,4,4,6,624,55,4341,565,569,354,113805690
102,3,2,2,613,58,4341,647,645,396,165256740
95,3,6,1,601,61,4341,637,635,382,154517090
108,4,5,1,621,56,4344,654,660,408,176109120
104,4,1,2,617,57,4344,649,654,401,170202846
91,1,3,3,631,58,4345,613,619,389,147604883
152,3,2,0,623,60,4345,734,728,455,243130160
101,2,0,2,619,58,4346,636,640,395,160780800
120,1,6,0,636,60,4346,672,667,426,190943424
103,4,0,1,606,56,4347,658,657,399,172490094
114,3,0,2,623,55,4347,676,666,418,188190288
114,3,1,1,626,57,4347,673,669,420,189099540
114,4,0,2,618,57,4347,673,667,413,185391983
102,2,5,2,628,59,4348,633,638,399,161137746
100,2,6,1,623,56,4348,633,639,396,160176852
112,2,1,3,616,57,4348,673,678,416,189818304
109,2,5,1,609,57,4349,664,669,405,179907480
112,3,5,1,594,58,4350,674,680,401,183786320
92,3,6,2,623,58,4350,621,627,389,151463763
78,4,6,4,622,57,4350,586,590,366,126540840
101,4,2,1,621,57,4350,648,644,401,167342112
93,2,5,3,628,59,4351,613,616,386,145756688
90,4,6,2,616,56,4351,619,621,382,146840418
101,2,3,1,604,60,4352,648,657,394,167739984
91,3,6,2,630,59,4352,615,611,386,145045290
134,2,5,1,611,63,4352,708,701,430,213412440
118,2,0,1,622,58,4353,674,679,421,192668966
127,3,2,1,624,56,4353,693,688,432,205970688
102,4,5,1,619,56,4353,647,651,401,168899997
102,2,0,3,639,57,4354,628,633,403,160202172
110,3,5,2,621,58,4354,661,659,409,178159991
105,3,4,1,604,57,4354,661,654,397,171620718
108,4,1,2,614,57,4355,667,662,408,180154032
90,3,5,3,612,61,4355,618,608,375,140904000
101,4,3,1,621,56,4355,639,643,398,163529046
101,3,3,1,625,60,4355,639,642,400,164095200
101,2,3,1,618,56,4355,642,650,399,166502700
101,2,3,1,624,58,4355,636,642,399,162916488
101,2,3,1,596,61,4355,656,659,392,169463168
101,2,3,1,628,57,4355,635,638,400,162052000
101,1,3,1,633,58,4355,637,639,404,164445372
101,2,4,1,634,56,4355,640,634,404,163927040
101,3,1,2,623,58,4355,644,640,400,164864000
97,1,1,3,645,61,4355,616,621,399,152631864
90,3,5,5,603,61,4355,625,622,376,146170000
90,3,5,5,620,58,4355,616,613,381,143868648
108,3,1,2,605,60,4355,667,661,401,176795687
101,3,5,1,613,59,4355,647,641,395,163817165
96,4,2,2,626,57,4355,628,624,392,153613824
96,4,2,2,630,54,4355,627,624,394,154151712
101,1,4,2,636,58,4355,636,628,401,160162608
101,3,1,2,619,58,4355,648,642,399,165990384
101,3,2,1,595,55,4355,659,653,390,167827530
110,2,1,2,627,58,4356,654,658,411,176866452
102,1,4,1,592,58,4356,651,656,387,165270672
101,4,5,1,617,56,4357,641,646,397,164392142
106,1,4,1,622,61,4357,647,653,404,170686364
91,3,2,3,608,56,4357,628,621,380,148195440
90,2,2,4,624,55,4358,611,617,383,144386021
102,4,5,1,610,58,4360,650,654,398,169189800
91,4,2,1,610,57,4360,625,628,382,149935000
112,3,4,1,623,59,4360,668,665,415,184351300
109,4,0,3,620,54,4361,664,661,411,180389544
70,2,6,6,634,59,4362,563,564,357,113358924
103,3,1,2,616,59,4362,646,649,399,167282346
108,2,2,1,603,58,4362,665,672,403,180092640
101,3,2,1,624,58,4362,638,641,399,163174242
72,4,4,6,610,56,4362,578,580,353,118339720
80,4,4,4,622,56,4362,593,596,370,130768360
90,1,6,2,611,62,4362,620,624,380,147014400
107,3,3,1,605,59,4362,667,659,401,176260753
71,2,6,5,610,56,4363,575,579,352,117189600
101,2,3,1,635,55,4363,632,638,403,162496048
105,3,4,1,617,60,4363,658,649,403,172097926
102,4,2,1,626,58,4363,642,640,401,164762880
85,4,3,2,616,57,4363,607,610,375,138851250
105,3,4,1,628,55,4363,655,648,409,173595960
105,3,4,1,623,56,4363,655,651,407,173546835
104,2,4,1,624,54,4364,646,653,405,170844390
105,4,0,1,613,56,4364,656,659,403,174218512
84,3,6,4,606,57,4365,615,606,370,137895300
107,3,4,1,617,58,4366,655,658,405,174550950
107,3,4,1,618,58,4366,651,657,404,172793628
102,4,2,1,620,55,4366,640,651,400,166656000
94,4,3,1,609,57,4366,634,636,387,156047688
120,4,1,2,622,57,4368,680,677,422,194271920
104,4,5,1,618,55,4368,654,650,403,171315300
104,3,5,2,604,59,4368,659,655,397,171363065
120,4,5,1,611,57,4368,690,681,419,196883910
102,1,4,1,614,61,4368,640,644,394,162391040
104,3,1,2,620,57,4368,650,647,401,168640550
104,3,1,2,618,60,4368,651,647,401,168899997
104,3,5,1,615,59,4368,654,651,401,170727354
120,3,5,1,625,58,4368,674,669,420,189380520
130,3,5,1,607,59,4368,706,700,426,210529200
100,3,2,1,618,59,4368,638,633,393,158714622
