x1,y1,size1,figure1,x2,y2,size2,figure2,collision
2,1,38,rectangle,-5,-6,92,circle,False
-1,4,64,rectangle,-3,4,47,rectangle,True
2,-4,82,rectangle,-5,6,54,rectangle,False
3,6,26,circle,0,2,24,circle,True
4,4,62,circle,-5,3,76,circle,True
-3,5,64,rectangle,0,4,52,rectangle,True
4,2,35,rectangle,-1,5,53,rectangle,True
1,4,48,rectangle,-3,0,21,rectangle,True
5,2,34,rectangle,-1,4,21,circle,False
4,3,44,rectangle,-1,-6,35,rectangle,False
0,5,92,circle,1,-4,29,rectangle,False
5,1,37,circle,-2,6,47,rectangle,False
-3,-2,62,rectangle,4,0,10,rectangle,False
0,-6,45,rectangle,-1,1,86,rectangle,True
0,4,90,rectangle,-3,6,71,rectangle,True
2,-4,10,rectangle,5,-1,78,circle,False
1,3,40,circle,3,-2,23,rectangle,False
4,-1,61,rectangle,-2,-4,80,circle,False
1,5,38,circle,-5,2,38,circle,False
-3,-5,71,rectangle,0,1,44,rectangle,True
1,5,45,rectangle,0,3,98,circle,True
0,0,86,circle,-3,-1,40,rectangle,True
-2,5,98,circle,5,0,30,rectangle,False
-3,-2,73,circle,-3,3,36,rectangle,False
-5,-5,53,circle,5,-2,95,circle,True
-2,0,88,rectangle,-5,-1,60,rectangle,True
-4,6,43,circle,-5,-2,27,rectangle,False
-4,-2,99,rectangle,1,-2,71,circle,True
4,4,97,rectangle,-3,6,55,rectangle,True
3,-6,77,rectangle,1,-4,86,circle,True
-3,-3,77,circle,3,-5,17,rectangle,False
-3,-5,66,circle,5,-5,38,rectangle,False
5,3,17,circle,4,-2,25,circle,False
2,3,64,rectangle,-2,-1,76,circle,True
2,-3,75,rectangle,-4,5,99,rectangle,True
4,2,72,circle,-2,1,98,circle,True
4,-3,75,circle,3,3,83,rectangle,False
3,6,76,rectangle,-2,1,27,rectangle,True
-3,3,22,rectangle,-1,0,40,rectangle,True
1,-4,82,circle,1,-2,43,rectangle,True
5,0,15,rectangle,-5,-2,54,rectangle,False
2,-6,82,circle,0,-6,94,rectangle,True
-3,4,67,rectangle,-3,1,20,circle,True
1,-2,48,rectangle,5,1,17,rectangle,True
5,0,76,rectangle,2,-2,42,circle,True
3,3,82,rectangle,-4,6,67,rectangle,True
-5,-1,47,circle,1,-2,49,rectangle,False
-4,-6,85,circle,-5,2,47,circle,True
5,6,25,rectangle,5,3,53,circle,True
-4,3,47,rectangle,-5,-6,62,rectangle,False
4,1,58,circle,3,1,66,circle,True
2,5,93,circle,-5,-1,16,rectangle,False
-1,6,88,circle,-1,4,91,rectangle,True
-1,2,12,circle,-5,-4,96,rectangle,False
-3,5,78,circle,-4,3,39,rectangle,True
-2,-6,74,rectangle,-1,-4,97,rectangle,True
-5,-6,75,circle,5,4,52,circle,True
-5,-3,43,rectangle,-4,-1,23,circle,True
-5,-5,99,rectangle,-3,6,91,circle,False
5,2,91,rectangle,-3,1,77,rectangle,True
-5,1,14,rectangle,-1,1,93,rectangle,True
-1,-1,11,rectangle,1,-6,56,rectangle,True
3,5,47,circle,1,6,59,rectangle,True
0,-5,24,rectangle,-1,1,43,circle,False
5,3,41,rectangle,-3,-2,83,circle,False
5,-6,55,rectangle,-4,-6,85,circle,False
-5,-1,67,circle,0,-4,19,rectangle,False
3,-2,88,rectangle,2,-4,13,rectangle,True
3,3,47,rectangle,-4,2,40,circle,False
-1,-1,56,circle,3,2,27,circle,True
-2,-6,78,circle,-1,0,15,circle,True
2,-6,32,circle,-5,1,66,circle,False
-5,6,84,rectangle,1,4,40,circle,False
-4,1,56,rectangle,1,-4,83,circle,False
-2,0,20,rectangle,2,3,77,circle,False
0,3,87,rectangle,-4,4,91,rectangle,True
-3,-4,23,circle,-3,1,33,circle,True
2,1,26,circle,5,2,60,circle,True
-1,2,95,circle,-5,-5,83,circle,True
-5,2,84,rectangle,-2,-4,83,rectangle,True
4,6,100,circle,2,3,14,rectangle,True
-3,2,14,rectangle,-3,-2,53,rectangle,True
-1,6,61,circle,1,3,44,circle,True
-2,4,37,rectangle,1,-4,98,circle,False
-3,-3,72,circle,4,-3,33,rectangle,False
3,2,38,rectangle,3,-1,89,rectangle,True
2,-3,36,circle,5,1,78,rectangle,True
-2,-5,61,rectangle,-5,4,73,rectangle,False
-2,1,35,rectangle,4,-4,85,circle,False
1,6,40,circle,0,-3,46,rectangle,False
2,-1,58,rectangle,-2,-4,21,rectangle,True
0,4,39,circle,2,4,76,circle,True
-4,-5,62,circle,-4,2,63,rectangle,False
2,-4,85,rectangle,-2,4,94,rectangle,True
2,-2,21,circle,0,-1,75,circle,True
-5,2,69,circle,-2,3,39,rectangle,True
-5,-4,79,rectangle,5,3,79,rectangle,False
0,0,73,rectangle,-5,5,49,rectangle,True
0,-4,95,rectangle,-3,-3,29,rectangle,True
-3,0,82,circle,3,-5,86,circle,True
4,1,90,circle,-1,-1,93,rectangle,True
-4,6,95,rectangle,4,1,41,circle,False
-2,-4,58,rectangle,3,1,39,rectangle,True
-3,5,41,rectangle,-5,2,70,rectangle,True
-3,-2,13,rectangle,-1,-3,50,rectangle,True
3,-4,63,circle,5,4,99,rectangle,False
-2,5,21,circle,5,1,26,circle,False
-3,-1,26,circle,2,-1,45,circle,True
0,0,50,rectangle,5,2,71,rectangle,True
-3,-1,89,circle,-4,3,86,rectangle,True
0,4,96,circle,0,4,58,circle,True
-2,6,30,rectangle,0,-5,40,circle,False
-5,0,89,circle,-5,6,71,circle,False
0,5,89,circle,-1,0,83,circle,True
-5,-1,36,circle,1,-2,73,rectangle,False
-4,-6,10,rectangle,-1,3,56,circle,False
-1,3,55,rectangle,-3,-1,43,rectangle,True
-1,6,38,circle,0,5,27,rectangle,True
1,0,22,circle,5,-4,71,rectangle,True
5,3,69,rectangle,-2,4,45,circle,False
3,-5,20,circle,-2,4,87,circle,False
-3,-5,87,rectangle,5,-2,72,circle,False
-4,5,31,rectangle,0,-5,41,circle,False
3,1,62,rectangle,3,-1,17,circle,True
-2,-6,85,rectangle,1,5,95,rectangle,False
-2,-1,96,circle,-4,-3,78,rectangle,True
2,-4,51,rectangle,-4,-4,96,rectangle,True
4,6,49,rectangle,0,-6,96,rectangle,False
-2,-4,92,rectangle,1,5,65,circle,False
-3,5,62,rectangle,5,2,70,circle,False
4,-6,75,circle,-3,2,38,rectangle,False
0,1,74,circle,0,-2,23,rectangle,True
-2,6,66,rectangle,-4,-2,22,rectangle,False
1,3,94,rectangle,-5,-2,99,rectangle,True
-3,-3,53,rectangle,4,1,95,circle,False
5,-1,63,rectangle,0,1,92,rectangle,True
1,-1,51,circle,-2,1,22,circle,True
-4,2,57,rectangle,1,1,98,rectangle,True
2,-4,66,circle,-1,1,21,circle,True
3,5,89,circle,-5,-4,81,rectangle,False
5,2,58,circle,5,3,15,rectangle,True
-2,-1,43,circle,1,-4,82,circle,True
4,1,50,circle,-3,-6,58,circle,True
0,4,72,circle,-5,2,13,circle,False
1,-3,59,rectangle,1,4,13,rectangle,False
0,-2,57,rectangle,2,1,17,rectangle,True
0,-1,58,rectangle,3,-5,38,rectangle,True
5,5,27,rectangle,-3,2,71,rectangle,False
-5,0,38,rectangle,-3,-3,81,circle,True
-1,-1,64,rectangle,-5,3,48,circle,True
-2,-6,81,circle,-4,3,28,circle,True
-1,4,67,rectangle,0,3,15,rectangle,True
1,-4,56,circle,0,5,92,rectangle,False
-4,-3,60,circle,-1,1,32,rectangle,False
-5,0,19,circle,0,-5,38,rectangle,False
4,-4,84,rectangle,3,0,31,circle,True
-2,4,19,rectangle,5,-3,10,circle,False
-4,-6,73,circle,-1,-4,60,rectangle,True
4,-2,55,circle,4,-2,31,circle,False
2,-5,25,circle,-1,-2,92,rectangle,True
0,5,75,circle,-2,-1,34,rectangle,False
5,4,40,circle,0,-6,40,rectangle,False
-2,-4,43,rectangle,-4,-1,74,rectangle,True
-2,-4,100,circle,0,1,12,rectangle,False
-3,4,12,circle,3,-2,86,rectangle,False
-3,-5,43,circle,2,-5,36,rectangle,False
4,6,62,circle,-1,-3,33,rectangle,False
-2,-2,97,circle,4,5,42,circle,True
2,4,77,circle,2,-4,50,circle,True
5,3,28,circle,1,6,74,rectangle,True
-4,0,19,rectangle,3,4,81,rectangle,False
2,-5,30,rectangle,-5,5,19,rectangle,False
2,0,34,rectangle,0,1,91,circle,True
5,2,29,rectangle,1,3,63,rectangle,True
-3,1,29,rectangle,-2,6,46,rectangle,True
-2,-5,49,rectangle,-3,-6,72,circle,True
-5,-3,49,rectangle,-5,-2,27,rectangle,True
-4,-1,86,rectangle,-3,-4,39,rectangle,True
1,3,12,circle,1,3,76,circle,True
-1,1,44,rectangle,-3,1,80,circle,True
-1,1,27,rectangle,-3,0,65,circle,True
0,4,79,circle,-4,1,86,circle,True
-4,-6,35,circle,-2,0,42,circle,True
2,-2,69,circle,-2,-6,28,circle,True
1,-2,83,circle,-4,6,12,circle,False
1,-4,53,circle,1,5,72,rectangle,False
-4,1,75,circle,-3,4,59,rectangle,True
0,-4,43,circle,0,6,33,circle,False
3,4,73,rectangle,0,-1,38,circle,True
0,-3,42,rectangle,-1,1,72,rectangle,True
0,5,41,circle,3,-4,47,circle,False
4,-1,87,circle,-3,-5,32,circle,True
-1,-6,65,circle,2,0,13,rectangle,False
1,1,67,circle,4,0,12,rectangle,False
4,2,11,circle,-3,-3,54,circle,True
3,3,72,circle,-2,-2,66,circle,True
4,1,35,circle,-5,-6,44,rectangle,False
-1,-4,67,rectangle,-5,-5,92,rectangle,True
-3,-2,50,circle,-3,6,27,circle,False
1,0,15,circle,2,1,93,circle,True
1,3,28,rectangle,-2,4,23,circle,True
1,-3,47,circle,-3,-3,43,rectangle,True
-4,2,33,circle,4,-4,96,rectangle,False
0,0,80,rectangle,4,-1,84,circle,True
-1,1,90,rectangle,0,-2,25,rectangle,True
-1,-3,25,rectangle,-4,4,29,circle,False
-4,-2,67,circle,1,4,12,rectangle,False
3,2,75,circle,-1,-2,77,circle,True
-3,0,64,circle,-4,-4,11,rectangle,False
0,1,59,circle,-2,4,71,circle,True
1,-1,49,rectangle,-4,3,62,rectangle,True
-3,-5,65,circle,4,-1,38,circle,True
3,4,13,circle,-1,-4,69,rectangle,False
-4,6,35,rectangle,-1,6,29,circle,True
-5,1,85,rectangle,3,0,100,circle,False
3,-5,83,rectangle,-5,0,84,rectangle,True
-1,2,88,circle,-2,-6,16,circle,True
2,-1,96,circle,-2,-6,99,rectangle,True
-3,-5,51,rectangle,-4,-6,40,circle,True
4,5,13,rectangle,4,1,27,rectangle,True
-3,3,74,circle,-5,-1,22,rectangle,False
1,-3,57,circle,2,-5,43,circle,False
-4,3,24,circle,0,-3,31,rectangle,False
3,0,48,rectangle,-5,-5,74,rectangle,False
1,-6,42,rectangle,3,0,87,rectangle,True
-1,6,66,circle,-2,-1,56,rectangle,False
1,4,95,rectangle,-1,-4,43,circle,False
-2,6,71,rectangle,-1,-1,67,circle,False
-4,-6,96,rectangle,-1,-5,11,circle,True
4,4,79,circle,-3,-5,29,circle,True
2,-3,34,rectangle,3,-4,62,rectangle,True
2,6,58,rectangle,-1,-6,70,circle,False
-2,0,97,circle,2,-2,80,circle,True
-3,3,90,circle,3,6,79,rectangle,False
-3,-6,77,rectangle,-1,1,86,circle,False
-4,2,29,circle,3,1,60,rectangle,False
5,5,95,rectangle,3,4,31,rectangle,True
5,5,60,rectangle,-5,-6,50,rectangle,False
2,5,50,circle,-5,2,18,circle,False
3,3,44,circle,5,-1,39,rectangle,True
3,4,71,rectangle,-2,1,94,rectangle,True
-2,-2,49,rectangle,-5,1,58,rectangle,True
3,-5,23,rectangle,-3,-1,84,rectangle,True
2,-2,12,rectangle,-4,0,86,circle,False
-2,-6,17,circle,2,-2,17,rectangle,False
-5,-6,72,circle,-2,3,44,rectangle,False
0,3,64,rectangle,1,-3,46,circle,False
-3,3,49,circle,4,-6,54,rectangle,False
5,-1,64,circle,5,-3,29,rectangle,True
0,-1,15,circle,-3,5,86,rectangle,False
-1,3,13,circle,-1,0,90,rectangle,True
-3,4,99,rectangle,1,-5,14,rectangle,False
1,-4,31,rectangle,-3,-4,32,rectangle,True
1,-3,46,rectangle,3,-1,67,circle,True
5,-5,76,rectangle,-2,0,59,circle,False
-5,1,69,circle,1,1,40,rectangle,False
2,2,35,circle,-2,3,21,rectangle,False
0,6,90,rectangle,-5,-3,62,rectangle,False
1,2,69,rectangle,5,3,50,rectangle,True
-5,-3,65,rectangle,2,1,48,circle,False
-5,5,80,rectangle,3,5,87,rectangle,True
5,6,70,rectangle,0,-5,19,circle,False
-4,-2,65,rectangle,4,-4,22,circle,False
-2,5,52,rectangle,-1,-5,78,rectangle,False
2,1,11,rectangle,5,-3,95,circle,False
-3,-5,13,rectangle,5,2,91,rectangle,False
5,5,50,rectangle,-4,-1,98,rectangle,False
0,3,65,rectangle,4,-5,43,rectangle,False
-1,-5,51,circle,0,-6,39,rectangle,True
3,-5,69,rectangle,5,-5,27,rectangle,True
1,4,63,rectangle,-3,-2,51,rectangle,True
2,6,73,circle,1,2,19,circle,True
3,-6,51,circle,1,2,29,rectangle,False
-4,3,54,circle,5,-5,53,rectangle,False
4,3,59,circle,5,5,41,rectangle,True
-1,-4,42,circle,1,2,81,circle,True
4,-5,80,circle,4,1,24,circle,False
0,2,50,circle,-1,4,54,circle,True
-3,0,88,circle,4,1,27,rectangle,False
4,6,88,rectangle,-2,5,86,rectangle,True
5,0,56,circle,-5,1,95,rectangle,False
-3,-2,66,rectangle,-1,-1,20,circle,True
1,5,83,circle,-3,3,28,circle,True
-4,0,83,rectangle,-5,0,12,circle,True
5,-4,96,circle,-2,-3,38,rectangle,False
-4,-6,84,circle,-1,-4,98,rectangle,True
5,6,63,rectangle,2,6,57,rectangle,True
-4,-6,42,circle,3,-6,48,circle,False
2,4,17,circle,-4,-2,87,rectangle,False
4,4,55,circle,4,1,94,rectangle,True
2,4,72,rectangle,-4,-4,77,rectangle,True
-1,1,94,rectangle,-1,4,16,circle,True
1,1,16,rectangle,1,-2,53,circle,True
-2,3,25,rectangle,5,2,26,circle,False
2,3,83,rectangle,-4,3,11,circle,False
2,4,17,rectangle,-2,4,62,rectangle,True
-2,-4,92,circle,0,3,73,circle,True
-1,6,83,rectangle,-3,-3,29,circle,False
-5,-5,79,circle,-4,-4,94,circle,True
5,-3,35,circle,1,0,55,circle,False
2,-6,57,circle,4,1,23,rectangle,False
4,3,80,rectangle,-4,1,15,circle,False
5,1,33,circle,-4,-3,24,rectangle,False
0,6,40,circle,1,-4,76,circle,True
1,1,41,rectangle,3,2,27,rectangle,True
-4,-4,12,circle,5,3,21,rectangle,False
0,1,58,rectangle,-4,3,84,rectangle,True
2,-4,20,circle,2,2,66,circle,True
-2,-6,54,rectangle,1,0,64,rectangle,True
-3,-6,33,circle,2,2,61,circle,True
3,-6,23,rectangle,-4,-6,84,rectangle,False
0,5,93,circle,2,-4,82,rectangle,False
-3,4,47,rectangle,-3,6,75,circle,True
-3,2,54,rectangle,3,-1,88,rectangle,True
2,2,46,circle,4,1,91,rectangle,True
2,-2,96,rectangle,0,-5,61,rectangle,True
1,-4,96,rectangle,4,-6,99,rectangle,True
5,6,10,rectangle,0,-4,41,circle,False
5,-5,40,rectangle,5,2,17,rectangle,False
-5,3,26,rectangle,-1,-5,21,rectangle,False
2,2,33,circle,-3,1,77,circle,True
-4,-6,94,rectangle,-5,-6,29,rectangle,True
5,-1,19,rectangle,4,-4,27,rectangle,True
0,5,99,rectangle,-5,-1,70,rectangle,True
-3,3,27,circle,-5,-4,50,circle,True
1,3,36,rectangle,5,1,25,circle,False
-2,2,76,circle,-2,4,45,circle,True
-3,3,23,rectangle,-4,-3,22,circle,False
-4,1,98,rectangle,-3,-3,58,circle,True
-4,-5,97,circle,4,-6,46,rectangle,False
3,-3,48,circle,1,6,83,rectangle,False
5,-2,31,rectangle,-3,2,59,circle,False
-1,0,78,rectangle,-4,-5,41,rectangle,True
5,2,49,circle,1,4,42,rectangle,True
-4,-4,18,rectangle,-5,4,80,rectangle,False
-3,5,20,circle,0,4,53,circle,False
-4,2,15,circle,5,1,73,rectangle,False
2,1,66,rectangle,-3,5,66,rectangle,True
-4,-3,79,circle,0,-3,30,rectangle,True
5,-1,72,rectangle,-4,1,88,circle,False
-5,-4,84,rectangle,2,-5,97,circle,False
-1,3,38,circle,-3,0,17,circle,True
1,3,41,rectangle,5,-3,73,circle,False
2,-4,59,circle,-3,4,15,circle,False
1,-4,27,circle,-3,-2,37,rectangle,True
-2,1,53,circle,3,-5,90,rectangle,False
2,6,61,circle,0,-3,10,circle,True
-2,0,98,rectangle,2,1,62,rectangle,True
-4,4,32,circle,2,2,84,rectangle,False
-3,0,98,rectangle,-1,-1,79,circle,True
2,5,74,rectangle,-3,3,85,rectangle,True
0,2,48,circle,5,-2,47,circle,True
3,4,27,circle,3,6,17,circle,True
-3,2,38,circle,-4,2,97,circle,True
4,-4,78,rectangle,-4,-3,51,rectangle,False
3,-6,47,circle,-2,-2,45,circle,False
2,-6,51,rectangle,0,3,57,rectangle,False
1,1,37,rectangle,1,6,83,rectangle,True
1,6,40,circle,1,-1,83,rectangle,False
-1,-5,22,rectangle,-2,6,74,rectangle,False
4,1,42,rectangle,1,4,79,rectangle,True
1,2,25,circle,3,-3,22,rectangle,False
-2,6,56,rectangle,3,0,70,circle,False
1,-4,71,circle,1,5,48,circle,True
-3,-1,18,circle,1,-1,30,circle,True
2,-3,13,circle,5,-5,26,rectangle,True
-1,-6,51,rectangle,4,1,34,rectangle,False
3,-1,74,circle,3,-4,85,circle,True
-2,5,90,rectangle,-4,1,10,circle,True
-3,6,52,rectangle,2,4,49,circle,False
-4,-4,59,rectangle,-1,5,100,rectangle,False
-1,-4,45,rectangle,4,5,67,circle,False
0,5,43,rectangle,0,-3,92,circle,False
-1,4,32,circle,-1,-2,58,circle,True
2,-3,57,circle,-3,-3,45,circle,True
2,-3,37,rectangle,0,0,98,rectangle,True
0,-4,34,rectangle,5,5,67,rectangle,False
1,-4,14,rectangle,0,2,33,circle,False
2,1,38,circle,4,-4,18,circle,False
5,-1,17,circle,1,3,38,circle,False
-2,-1,62,circle,0,-1,98,rectangle,True
1,2,10,circle,-5,-6,48,circle,True
0,5,21,rectangle,1,5,44,rectangle,True
-3,4,56,rectangle,4,4,39,rectangle,False
-4,-1,100,circle,0,-4,85,rectangle,True
5,0,82,circle,-3,-1,12,rectangle,False
-1,6,66,rectangle,-2,5,47,circle,True
-4,-3,40,rectangle,-1,1,78,rectangle,True
3,1,73,circle,-1,5,99,rectangle,True
5,0,17,rectangle,4,2,74,rectangle,True
2,-4,19,rectangle,0,0,68,rectangle,True
2,1,70,rectangle,-2,2,49,rectangle,True
-3,-4,54,rectangle,2,-3,35,circle,False
1,1,22,circle,-2,1,74,circle,True
-4,-5,63,rectangle,2,3,19,rectangle,False
-2,-2,29,rectangle,-3,2,20,circle,False
0,-4,98,circle,-2,2,69,rectangle,False
-3,-3,74,rectangle,2,6,50,circle,False
2,1,37,rectangle,3,-5,51,circle,False
4,-4,96,circle,4,2,70,circle,True
3,-5,57,rectangle,4,1,16,rectangle,False
-1,-1,91,rectangle,-5,-4,36,circle,True
-1,2,76,circle,-3,6,43,circle,False
-2,-2,36,rectangle,4,3,34,rectangle,False
-4,4,33,circle,4,-4,50,circle,False
2,-4,96,rectangle,-1,2,95,rectangle,True
-5,0,39,rectangle,5,4,99,rectangle,False
1,-5,75,circle,-4,-1,25,rectangle,False
-1,0,48,rectangle,2,-6,31,circle,False
-3,-4,17,rectangle,-3,-1,83,rectangle,True
3,2,18,circle,-3,-6,69,rectangle,False
3,1,96,rectangle,-3,-1,14,circle,False
-2,-2,81,rectangle,-1,-4,61,circle,True
